x	y	z.name	ui.vect	zi.vect	Ixy_ui	cplx	Rxyz_ui	category	Nxy_ui
00000001010000000000000000000000000	FoxH1	Gata1	NA	NA	Cdh1,Cdh5,FoxO4,Gfi1,Gfi1b,HbbbH1,Ldb1,Myb,Runx1,Sox17,Sox7,Tal1,Tbx20,Egfl7,Ets1,Etv6,Hhex,HoxB2,Itga2b,Kdr,Kit,Lyl1,Mecom,Meis1,Mitf,Notch1,Pecam1,Procr,Tbx3	28.9522	3.06887	0	3	3934
10000010000000000000000000000000000	Cdh1	Fli1	NA	Tal1,Kdr,Lyl1,Gata1	Cdh5,Etv6,Hhex,Kit,Ldb1,Lmo2,Pecam1,Sox17	26.1515	18.3218	0	3	3934
10000000000000000000000000010000000	Cdh1	Pecam1	NA	Tal1,Fli1,Lyl1,Runx1	Cdh5,Etv6,Itga2b,Kdr,Kit,Ldb1,Sox17	25.6694	22.623	0	3	3934
00000100000000000100000000000000000	Etv6	Kdr	NA	Cdh5,Cdh1	Ets1,Hhex,Notch1,Procr,Tal1,Tbx20	24.347	7.60431	0	3	3934
00000000000000000100000000000000100	Kdr	Tal1	NA	Cdh5,Fli1	Cdh1,Egfl7,Ets1,Ets2,Etv6,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxD8,Kit,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tbx20,Tbx3,FoxH1,Itga2b,Myb	22.6324	7.95029	0	3	3934
00000000000000001000000000100000000	Itga2b	Notch1	NA	NA	Cdh1,Cdh5,Egfl7,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Kit,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Myb,Pecam1,Procr,Runx1,Sox17,Tal1,Tbx20,Tbx3,Ets1,Ets2,FoxO4,HoxB2,Kdr,Mecom,Sox7	22.28	3.67358	0	3	3934
00000010000000000000100000000000000	Fli1	Lmo2	NA	Tal1,Cdh5,Hhex	Cdh1,Etv6,FoxO4,Kit,HoxB2	21.6442	13.6339	0	3	3934
00000000000000000000000000101000000	Notch1	Procr	NA	Cdh5,Kdr	Egfl7,Ets1,Ets2,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Itga2b,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Pecam1,Sox7,Tbx3	19.954	8.9659	0	3	3934
00000000100100000000000000000000000	FoxO4	Gfi1b	NA	NA	Cdh1,Cdh5,Ets1,Fli1,FoxH1,Gata1,Gfi1,HbbbH1,Hhex,Kdr,Mecom,Myb,Notch1,Procr,Runx1,Sox17,Sox7,Tal1,Egfl7,HoxD8,Itga2b,Kit,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Pecam1,Tbx20,Tbx3	19.7477	2.93278	0	3	3934
00000000010000000000000010000000000	Gata1	Mitf	NA	Tbx20	Cdh1,Egfl7,Etv6,FoxH1,Gfi1b,HbbbH1,HoxB2,Kdr,Kit,Ldb1,Mecom,Meis1,Myb,Notch1,Runx1,Sox17,Sox7,Tbx3	19.0302	6.39245	0	3	3934
00000000001000000000000001000000000	Gfi1	Myb	NA	Gfi1b,Hhex	Cdh5,FoxH1,FoxO4,Gata1,Kit,Procr,Sox17,Sox7,Tal1,HoxD8	17.2797	10.2464	0	3	3934
00100000000001000000000000000000000	Egfl7	Hhex	NA	Cdh5,Kdr,Sox7	Cdh1,Ets2,Etv6,Fli1,Gfi1b,Itga2b,Ldb1,Lmo2,Lyl1,Mitf,Notch1,Pecam1,Procr,Sox17,Tal1,Tbx20,FoxO4,Myb	16.4411	14.0432	0	3	3934
10000000000000000010000000000000000	Cdh1	Kit	NA	Fli1,Pecam1	Cdh5,Egfl7,Ets1,Ets2,Etv6,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Ldb1,Lmo2,Lyl1,Mitf,Myb,Runx1,Sox17,Tal1,Tbx20,Gfi1,Mecom	16.4313	9.52167	0	3	3934
01000000000000000010000000000000000	Cdh5	Kit	NA	Fli1,Pecam1	Cdh1,Egfl7,Ets1,Ets2,Etv6,FoxH1,FoxO4,Gata1,Gfi1,HbbbH1,Hhex,Itga2b,Kdr,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20	15.533	9.12286	0	3	3934
00000001100000000000000000000000000	FoxH1	FoxO4	NA	Gfi1b	Gata1,Ldb1,Kdr	14.4267	3.37967	0	3	3934
00001000000000000000000000000001000	Ets2	Sox7	NA	NA	Cdh1,Cdh5,Egfl7,Ets1,Fli1,Hhex,Kdr,Lmo2,Lyl1,Notch1,Pecam1,Tal1,Tbx20,Etv6,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,HoxB2,Kit,Mecom,Meis1,Mitf,Myb,Procr,Runx1,Sox17,Tbx3	12.9529	2.75621	0	3	3934
00000000000000001000000000000010000	Itga2b	Sox17	NA	Cdh1,Ldb1	Gata1,Gfi1b,Lyl1,Meis1,Notch1,Pecam1,Runx1,Tal1,Mecom,Sox7	12.2104	8.4961	0	3	3934
00000000000000010000000000000000001	HoxD8	Tbx3	NA	NA	Gfi1b,Kdr,Myb,Runx1,Cdh5,Egfl7,Ets1,Etv6,Fli1,Gata1,Gfi1,HbbbH1,Hhex,HoxB2,Itga2b,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Notch1,Pecam1,Procr,Sox17,Sox7,Tal1,Tbx20	10.235	2.64584	0	3	3934
00000000000000000000000001000001000	Myb	Sox7	NA	Mitf	Cdh5,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxD8,Notch1,Runx1,Sox17,Tal1,Tbx20,Tbx3,Egfl7,Ets2,HoxB2,Procr	8.75766	6.54198	0	3	3934
00000000000000000001001000000000000	Ldb1	Mecom	NA	Kdr	Cdh1,Ets1,FoxH1,Gata1,Gfi1b,Hhex,Itga2b,Notch1,Pecam1,Procr,Tal1,Tbx3,FoxO4,Meis1,Sox17	8.39428	5.29352	0	3	3934
00000001000000000001000000000000000	FoxH1	Ldb1	NA	Gfi1b,Tbx20	Cdh1,FoxO4,Gata1,Mecom	7.46611	6.83594	0	3	3934
00000000000000100000000000100000000	HoxB2	Notch1	NA	NA	Ets1,Gata1,Kdr,Lmo2,Meis1,Sox7,Tbx20,Tbx3,Cdh1,Cdh5,Egfl7,Ets2,Etv6,Fli1,FoxO4,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Kit,Ldb1,Lyl1,Mecom,Mitf,Myb,Pecam1,Procr,Runx1,Sox17,Tal1	5.41381	2.62003	0	3	3934
00000000000000100000000100000000000	HoxB2	Meis1	NA	NA	Ets1,Gata1,Kdr,Lmo2,Notch1,Sox7,Tbx20,Tbx3,Cdh5,Egfl7,Etv6,Fli1,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Lyl1,Mecom,Mitf,Myb,Procr,Runx1,Sox17,Tal1	5.41381	2.62003	0	3	3934
00101000000000000000000000000000000	Egfl7	Ets2	NA	Sox7	Cdh5,Hhex,Kdr,Notch1	4.45423	4.01118	0	3	3934
00000000000100000000000000001000000	Gfi1b	Procr	NA	NA	NA	1.20224	3.63672	0	1	3934
00000000000000010000001000000000000	HoxD8	Mecom	NA	NA	NA	0.000375704	2.58279	0	1	3934
00000000010000000000100000000000000	Gata1	Lmo2	NA	NA	NA	5.7488e-05	3.65663	0	1	3934
00000000000000100000000000001000000	HoxB2	Procr	NA	NA	NA	0.0166804	2.58875	0	1	3934
00000000000000010000010000000000000	HoxD8	Lyl1	NA	NA	NA	2.03992	2.60915	0	1	3934
00000000000000010000000100000000000	HoxD8	Meis1	NA	NA	NA	1.90374	2.63852	0	1	3934
00000000000000010000100000000000000	HoxD8	Lmo2	NA	NA	NA	0.154359	2.64483	0	1	3934
00000000000000010001000000000000000	HoxD8	Ldb1	NA	NA	NA	0.337702	2.11169	0	1	3934
00000000000000010010000000000000000	HoxD8	Kit	NA	NA	NA	1.27859	2.40351	0	1	3934
00000000000000011000000000000000000	HoxD8	Itga2b	NA	NA	NA	0.285611	2.65049	0	1	3934
00000000000000100000000000000000100	HoxB2	Tal1	NA	NA	NA	2.11783	2.49803	0	1	3934
00000000000000100000000000000010000	HoxB2	Sox17	NA	NA	NA	0.485421	2.62226	0	1	3934
00000000000000100000000000000100000	HoxB2	Runx1	NA	NA	NA	0.00741061	2.51977	0	1	3934
00000000000010100000000000000000000	HbbbH1	HoxB2	NA	NA	NA	0.186808	2.63059	0	1	3934
00000000000000001000001000000000000	Itga2b	Mecom	NA	NA	NA	0.593201	3.61785	0	1	3934
00000000000000010000000000000001000	HoxD8	Sox7	NA	NA	NA	1.82749	2.64535	0	1	3934
00000000001000000000000010000000000	Gfi1	Mitf	NA	NA	NA	0.144567	3.38316	0	1	3934
00000000001000000001000000000000000	Gfi1	Ldb1	NA	NA	NA	0.0968735	2.9067	0	1	3934
00000000000000001100000000000000000	Itga2b	Kdr	NA	NA	NA	3.26753	3.61785	0	1	3934
00000000000100100000000000000000000	Gfi1b	HoxB2	NA	NA	NA	0.0253813	2.62641	0	1	3934
00000100000000000000000010000000000	Etv6	Mitf	NA	NA	NA	0.068366	3.32214	0	1	3934
00000000001000010000000000000000000	Gfi1	HoxD8	NA	NA	NA	0.0299689	2.41044	0	1	3934
00000000000000010000000000000000010	HoxD8	Tbx20	NA	NA	NA	1.33096	2.65069	0	1	3934
00000000000000010000000000000000100	HoxD8	Tal1	NA	NA	NA	0.213665	2.51653	0	1	3934
00000100000000000000000000000100000	Etv6	Runx1	NA	NA	NA	0.532693	3.27226	0	1	3934
00000000001000100000000000000000000	Gfi1	HoxB2	NA	NA	NA	1.22346	2.39195	0	1	3934
00000010000000010000000000000000000	Fli1	HoxD8	NA	NA	NA	0.753065	2.55423	0	1	3934
00000000000000010000000000000010000	HoxD8	Sox17	NA	NA	NA	0.00840909	2.64076	0	1	3934
00000000000000010000000000001000000	HoxD8	Procr	NA	NA	NA	0.0676307	2.60725	0	1	3934
00000000000000010000000000010000000	HoxD8	Pecam1	NA	NA	NA	0.0606549	2.60212	0	1	3934
00000011000000000000000000000000000	Fli1	FoxH1	NA	NA	NA	1.02848	2.99586	0	1	3934
00000000001010000000000000000000000	Gfi1	HbbbH1	NA	NA	NA	1.7056	3.44409	0	1	3934
00000000000000010000000000100000000	HoxD8	Notch1	NA	NA	NA	0.020431	2.63852	0	1	3934
00000010010000000000000000000000000	Fli1	Gata1	NA	NA	NA	1.36151	3.56603	0	1	3934
00000000000000010000000010000000000	HoxD8	Mitf	NA	NA	NA	0.311505	2.58816	0	1	3934
00000010000010000000000000000000000	Fli1	HbbbH1	NA	NA	NA	2.77723	3.58788	0	1	3934
00000010000000100000000000000000000	Fli1	HoxB2	NA	NA	NA	0.602462	2.53574	0	1	3934
00000000100000000000000010000000000	FoxO4	Mitf	NA	NA	NA	0.401185	2.87603	0	1	3934
00000001000000000000000000001000000	FoxH1	Procr	NA	NA	NA	0.321349	3.04887	0	1	3934
00000000100000000000000000010000000	FoxO4	Pecam1	NA	NA	NA	0.794459	2.88999	0	1	3934
00000000000000100000010000000000000	HoxB2	Lyl1	NA	NA	NA	0.0224441	2.59065	0	1	3934
00000000000000100001000000000000000	HoxB2	Ldb1	NA	NA	NA	0.30952	2.0932	0	1	3934
00000000000000100010000000000000000	HoxB2	Kit	NA	NA	NA	1.17189	2.38501	0	1	3934
00000000000001100000000000000000000	Hhex	HoxB2	NA	NA	NA	0.0765954	2.6014	0	1	3934
00000000000001010000000000000000000	Hhex	HoxD8	NA	NA	NA	2.03879	2.61989	0	1	3934
00000000000000101000000000000000000	HoxB2	Itga2b	NA	NA	NA	0.276666	2.63199	0	1	3934
00000000000000110000000000000000000	HoxB2	HoxD8	NA	NA	NA	0.0336521	1.59694	0	1	3934
00000001000000000000000000000000001	FoxH1	Tbx3	NA	NA	NA	1.48451	3.08747	0	1	3934
00000001000000000000000000010000000	FoxH1	Pecam1	NA	NA	NA	1.47164	3.04375	0	1	3934
00000000100000000000000100000000000	FoxO4	Meis1	NA	NA	NA	0.834717	2.92639	0	1	3934
00000000100000000000010000000000000	FoxO4	Lyl1	NA	NA	NA	0.292778	2.89702	0	1	3934
00000000001000000000001000000000000	Gfi1	Mecom	NA	NA	NA	0.719898	3.3778	0	1	3934
00000000000001000000000000000100000	Hhex	Runx1	NA	NA	NA	0.581186	3.54272	0	1	3934
00000000100000000000100000000000000	FoxO4	Lmo2	NA	NA	NA	0.10688	2.9327	0	1	3934
00000000100000100000000000000000000	FoxO4	HoxB2	NA	NA	NA	0.123897	1.88481	0	1	3934
00000000100000000001000000000000000	FoxO4	Ldb1	NA	NA	NA	0.219246	2.39957	0	1	3934
00000000100000000010000000000000000	FoxO4	Kit	NA	NA	NA	2.11171	2.69138	0	1	3934
00000000100000010000000000000000000	FoxO4	HoxD8	NA	NA	NA	1.18361	1.90331	0	1	3934
00000000100000001000000000000000000	FoxO4	Itga2b	NA	NA	NA	1.1159	2.93836	0	1	3934
00000000000010000000100000000000000	HbbbH1	Lmo2	NA	NA	NA	0.0158155	3.67847	0	1	3934
00000000000010010000000000000000000	HbbbH1	HoxD8	NA	NA	NA	2.23703	2.64908	0	1	3934
00000000010000010000000000000000000	Gata1	HoxD8	NA	NA	NA	2.32032	2.62724	0	1	3934
00000000100000000000000000000000001	FoxO4	Tbx3	NA	NA	NA	0.227539	2.93371	0	1	3934
00000000100000000000000000000000010	FoxO4	Tbx20	NA	NA	NA	1.73356	2.93856	0	1	3934
00000000000000100000000001000000000	HoxB2	Myb	NA	NA	NA	0.0397323	2.63262	0	1	3934
00000000000000100000000010000000000	HoxB2	Mitf	NA	NA	NA	0.274418	2.56966	0	1	3934
00000001000001000000000000000000000	FoxH1	Hhex	NA	NA	NA	0.0201152	3.06152	0	1	3934
00000001000000100000000000000000000	FoxH1	HoxB2	NA	NA	NA	0.243479	2.03857	0	1	3934
00000001000000010000000000000000000	FoxH1	HoxD8	NA	NA	NA	0.265648	2.05706	0	1	3934
00000001000000001000000000000000000	FoxH1	Itga2b	NA	NA	NA	0.910918	3.09212	0	1	3934
00000000000000100000000000010000000	HoxB2	Pecam1	NA	NA	NA	0.00573233	2.58363	0	1	3934
00000001000000000100000000000000000	FoxH1	Kdr	NA	NA	NA	0.0450811	3.02442	0	1	3934
00000001000000000010000000000000000	FoxH1	Kit	NA	NA	NA	2.20962	2.84514	0	1	3934
00000001000000000000100000000000000	FoxH1	Lmo2	NA	NA	NA	2.60914	3.08645	0	1	3934
00000001000000000000010000000000000	FoxH1	Lyl1	NA	NA	NA	0.450956	3.05078	0	1	3934
00000001000000000000001000000000000	FoxH1	Mecom	NA	NA	NA	1.5338	3.02442	0	1	3934
00000001000000000000000100000000000	FoxH1	Meis1	NA	NA	NA	0.74122	3.08015	0	1	3934
00000001000000000000000010000000000	FoxH1	Mitf	NA	NA	NA	0.398814	3.02978	0	1	3934
00000000000000100000001000000000000	HoxB2	Mecom	NA	NA	NA	1.04111	2.5643	0	1	3934
00000001000000000000000000100000000	FoxH1	Notch1	NA	NA	NA	1.40879	3.08015	0	1	3934
00000000000000000001000000000001000	Ldb1	Sox7	NA	NA	NA	0.0127252	3.1416	0	1	3934
00100000000000010000000000000000000	Egfl7	HoxD8	NA	NA	NA	1.86357	2.47754	0	1	3934
00000000000000000000001000000000100	Mecom	Tal1	NA	NA	NA	0.328214	3.48388	0	1	3934
00100000000000000000000001000000000	Egfl7	Myb	NA	NA	NA	1.16425	3.51322	0	1	3934
00000000000000000000010000000010000	Lyl1	Sox17	NA	NA	NA	0.831038	3.63447	0	1	3934
00100000000000000000000000000100000	Egfl7	Runx1	NA	NA	NA	0.110657	3.40037	0	1	3934
00000000000000000000010010000000000	Lyl1	Mitf	NA	NA	NA	0.258233	3.58187	0	1	3934
00000000000000000000011000000000000	Lyl1	Mecom	NA	NA	NA	1.82862	3.57651	0	1	3934
00000000000000000000100010000000000	Lmo2	Mitf	NA	NA	NA	1.89741	3.61755	0	1	3934
00010001000000000000000000000000000	Ets1	FoxH1	NA	NA	NA	0.0334875	3.04592	0	1	3934
00000000000000000001000000000000010	Ldb1	Tbx20	NA	NA	NA	1.81615	3.14694	0	1	3934
00100000000000100000000000000000000	Egfl7	HoxB2	NA	NA	NA	1.70803	2.45904	0	1	3934
00000000000000000001000000000010000	Ldb1	Sox17	NA	NA	NA	0.11576	3.13701	0	1	3934
00000000000000000001000000000100000	Ldb1	Runx1	NA	NA	NA	0.0761666	3.03453	0	1	3934
00000000000000000001000010000000000	Ldb1	Mitf	NA	NA	NA	1.92659	3.08441	0	1	3934
00010000000000010000000000000000000	Ets1	HoxD8	NA	NA	NA	0.0518712	2.60429	0	1	3934
00010000000000001000000000000000000	Ets1	Itga2b	NA	NA	NA	0.604586	3.63934	0	1	3934
00000000000000000001000100000000000	Ldb1	Meis1	NA	NA	NA	0.106623	3.13478	0	1	3934
00000000000000000010000000000000001	Kit	Tbx3	NA	NA	NA	1.54199	3.43391	0	1	3934
00000000000000000010000000000100000	Kit	Runx1	NA	NA	NA	0.22716	3.32634	0	1	3934
00010000000000000000000001000000000	Ets1	Myb	NA	NA	NA	0.00985817	3.63997	0	1	3934
01000000000000100000000000000000000	Cdh5	HoxB2	NA	NA	NA	1.24695	2.63259	0	1	3934
10000000001000000000000000000000000	Cdh1	Gfi1	NA	NA	NA	1.13135	3.30583	0	1	3934
10000000000000100000000000000000000	Cdh1	HoxB2	NA	NA	NA	0.283715	2.49233	0	1	3934
10000000000000010000000000000000000	Cdh1	HoxD8	NA	NA	NA	0.000421679	2.51082	0	1	3934
10000000000000000000001000000000000	Cdh1	Mecom	NA	NA	NA	0.0023847	3.47818	0	1	3934
10000000000000000000000100000000000	Cdh1	Meis1	NA	NA	NA	2.85908	3.53391	0	1	3934
00000000000000000000000000001100000	Procr	Runx1	NA	NA	NA	0.00243492	3.53008	0	1	3934
00000000000000000000000000010000010	Pecam1	Tbx20	NA	NA	NA	2.06809	3.63737	0	1	3934
00000000000000000000000000010010000	Pecam1	Sox17	NA	NA	NA	0.922413	3.62744	0	1	3934
10000000000000000000000000000000001	Cdh1	Tbx3	NA	NA	NA	2.42739	3.54123	0	1	3934
00000100000000010000000000000000000	Etv6	HoxD8	NA	NA	NA	0.986509	2.34943	0	1	3934
01000000000000010000000000000000000	Cdh5	HoxD8	NA	NA	NA	0.194428	2.65109	0	1	3934
00000000000000000000000001001000000	Myb	Procr	NA	NA	NA	2.82399	3.64292	0	1	3934
00000000000000000000000010000000100	Mitf	Tal1	NA	NA	NA	0.725386	3.48925	0	1	3934
00000000000000000000000010001000000	Mitf	Procr	NA	NA	NA	3.24144	3.57996	0	1	3934
00000000000000000000000010010000000	Mitf	Pecam1	NA	NA	NA	0.0755418	3.57484	0	1	3934
00100001000000000000000000000000000	Egfl7	FoxH1	NA	NA	NA	0.126912	2.91917	0	1	3934
00100000100000000000000000000000000	Egfl7	FoxO4	NA	NA	NA	2.27641	2.76541	0	1	3934
00000000000000000000000100010000000	Meis1	Pecam1	NA	NA	NA	0.151761	3.62521	0	1	3934
00000000000000000000001000000000001	Mecom	Tbx3	NA	NA	NA	2.02995	3.6132	0	1	3934
00001000000000000000000000000000001	Ets2	Tbx3	NA	NA	NA	0.688566	2.75671	0	1	3934
00001000000000100000000000000000000	Ets2	HoxB2	NA	NA	NA	0.0561441	1.70781	0	1	3934
00001000000000010000000000000000000	Ets2	HoxD8	NA	NA	NA	0.0612559	1.7263	0	1	3934
00001000000000001000000000000000000	Ets2	Itga2b	NA	NA	NA	0.635344	2.76135	0	1	3934
00000100100000000000000000000000000	Etv6	FoxO4	NA	NA	NA	1.30822	2.6373	0	1	3934
00001000000000000010000000000000000	Ets2	Kit	NA	NA	NA	0.236026	2.51437	0	1	3934
00001000000000000001000000000000000	Ets2	Ldb1	NA	NA	NA	1.18619	2.22256	0	1	3934
00000000000000000100000001000000000	Kdr	Myb	NA	NA	NA	0.293965	3.61847	0	1	3934
00000101000000000000000000000000000	Etv6	FoxH1	NA	NA	NA	0.00403921	2.79105	0	1	3934
00000000000000000010000100000000000	Kit	Meis1	NA	NA	NA	0.0495966	3.4266	0	1	3934
00000000000000001000000000000001000	Itga2b	Sox7	NA	NA	NA	2.43235	3.6804	0	1	3934
00001000000000000000001000000000000	Ets2	Mecom	NA	NA	NA	1.51084	2.69366	0	1	3934
00001000000000000000000100000000000	Ets2	Meis1	NA	NA	NA	0.516021	2.74939	0	1	3934
00001000000000000000000010000000000	Ets2	Mitf	NA	NA	NA	0.212072	2.69902	0	1	3934
00001000000000000000000001000000000	Ets2	Myb	NA	NA	NA	2.56807	2.76198	0	1	3934
00001000000000000000000000000010000	Ets2	Sox17	NA	NA	NA	0.420205	2.75162	0	1	3934
00001000000000000000000000001000000	Ets2	Procr	NA	NA	NA	2.2916	2.71811	0	1	3934
00001000000000000000000000000100000	Ets2	Runx1	NA	NA	NA	0.615097	2.64913	0	1	3934
00001000000010000000000000000000000	Ets2	HbbbH1	NA	NA	NA	0.451895	2.75995	0	1	3934
00000100000000100000000000000000000	Etv6	HoxB2	NA	NA	NA	0.90418	2.33093	0	1	3934
00001000000100000000000000000000000	Ets2	Gfi1b	NA	NA	NA	0.0346131	2.75577	0	1	3934
00000100000010000000000000000000000	Etv6	HbbbH1	NA	NA	NA	1.2085	3.38307	0	1	3934
00001100000000000000000000000000000	Ets2	Etv6	NA	NA	NA	0.567243	2.46029	0	1	3934
00001000001000000000000000000000000	Ets2	Gfi1	NA	NA	NA	0.383698	2.52131	0	1	3934
00001000010000000000000000000000000	Ets2	Gata1	NA	NA	NA	0.000226577	2.7381	0	1	3934
00000100000100000000000000000000000	Etv6	Gfi1b	NA	NA	NA	0.304192	3.3789	0	1	3934
00001001000000000000000000000000000	Ets2	FoxH1	NA	NA	NA	1.55701	2.16793	0	1	3934
00001000100000000000000000000000000	Ets2	FoxO4	NA	NA	NA	0.225528	2.01417	0	1	3934
01000000000000000000000000000000010	Cdh5	Tbx20	NA	Sox7	Cdh1,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,,Tal1,Tbx3,HoxB2	1.15133	6.14574	273.341	1	3934
00000010000000001000000000000000000	Fli1	Itga2b	NA	Tal1	Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv6,FoxO4,Gfi1,Gfi1b,Hhex,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,,Tbx20,Tbx3,Gata1,HbbbH1	3.71528	5.54064	168.982	1	3934
00010000010000000000000000000000000	Ets1	Gata1	NA	Notch1	Cdh1,Cdh5,Egfl7,Ets2,Etv6,Fli1,FoxO4,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,FoxH1,Itga2b,Myb	0.353309	6.19524	162.212	1	3934
10000000000000000000000000000001000	Cdh1	Sox7	NA	Tal1	Cdh5,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,,Tbx20,Gfi1,HoxB2,Mecom,Meis1,Tbx3	1.06045	5.71203	155.275	1	3934
00000000000000000100000000010000000	Kdr	Pecam1	NA	Fli1	Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv6,,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxD8,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Notch1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Itga2b,Myb	3.39702	6.07975	154.987	1	3934
10000000000001000000000000000000000	Cdh1	Hhex	NA	Fli1	Cdh5,Egfl7,Ets1,Ets2,Etv6,,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Gfi1,Mecom,Meis1,Tbx3	5.78235	5.942	146.731	1	3934
00000000010000000100000000000000000	Gata1	Kdr	NA	Sox7	Cdh1,Cdh5,Egfl7,Ets1,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Itga2b,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,,Tal1,Tbx20,Tbx3,Ets2,Fli1,HoxD8,Lmo2	2.50069	6.07738	142.714	1	3934
00000000000000000000000000100000100	Notch1	Tal1	NA	Cdh5	Cdh1,,Egfl7,Ets1,Ets2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Pecam1,Procr,Runx1,Sox17,Sox7,Tbx20,Tbx3,FoxH1	1.86823	5.32355	134.932	1	3934
00000000000000000000000000010001000	Pecam1	Sox7	NA	Tal1	Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Myb,Notch1,Procr,Runx1,,Tbx3,FoxH1,FoxO4,HoxB2,Meis1,Mitf,Sox17,Tbx20	2.07331	5.88104	133.237	1	3934
00000000000010000000010000000000000	HbbbH1	Lyl1	NA	Gfi1b	Cdh1,Cdh5,Egfl7,Ets1,FoxH1,FoxO4,Gata1,,Hhex,Itga2b,Kdr,Kit,Ldb1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Etv6,Fli1,Gfi1,Lmo2	6.10473	6.18707	125.643	1	3934
00000000000000000000010000000001000	Lyl1	Sox7	NA	Tal1	Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,Itga2b,Kdr,Kit,Ldb1,Lmo2,Meis1,Myb,Notch1,Pecam1,Procr,Runx1,,Tbx20,Tbx3,FoxH1,FoxO4,HoxB2,Mecom,Mitf,Sox17	0.259919	5.74452	120.983	1	3934
00000000010000000000000000010000000	Gata1	Pecam1	NA	Itga2b	Cdh1,Cdh5,Egfl7,Ets1,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,,Kdr,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Fli1,Lmo2	4.45379	6.18434	118.896	1	3934
