x	y	type	ai	info	cplx	Nxy_ai	log_confidence	infOrt	trueOrt	isOrtOk	sign	partial_correlation
00000000010000000000000000010000000	Gata1	Pecam1	N	Itga2b	4.45379	6.18434	3934	-1.73055	0	NA	NA	NA	NA
00000000000000000000000010000001000	Mitf	Sox7	N	Tbx20,Gata1	9.25887	10.9898	3934	-1.73093	0	NA	NA	NA	NA
00110000000000000000000000000000000	Egfl7	Ets1	N	Cdh5,Kdr,Sox7	12.1619	13.8962	3934	-1.7343	0	NA	NA	NA	NA
00000000001010000000000000000000000	Gfi1	HbbbH1	N	NA	1.7056	3.44409	3934	-1.73849	0	NA	NA	NA	NA
00100000000000000000000100000000000	Egfl7	Meis1	N	Notch1	4.30195	6.04893	3934	-1.74698	0	NA	NA	NA	NA
00000000000000000000011000000000000	Lyl1	Mecom	N	NA	1.82862	3.57651	3934	-1.74789	0	NA	NA	NA	NA
00000000100000100000000000000000000	FoxO4	HoxB2	N	NA	0.123897	1.88481	3934	-1.760913	0	NA	NA	NA	NA
00000000000000010001000000000000000	HoxD8	Ldb1	N	NA	0.337702	2.11169	3934	-1.773988	0	NA	NA	NA	NA
00000010000000000000000000000010000	Fli1	Sox17	N	Meis1	4.57713	6.35364	3934	-1.77651	0	NA	NA	NA	NA
00000100000000000000000100000000000	Etv6	Meis1	N	Cdh5,Egfl7	7.16088	8.94181	3934	-1.78093	0	NA	NA	NA	NA
00000000000000100001000000000000000	HoxB2	Ldb1	N	NA	0.30952	2.0932	3934	-1.78368	0	NA	NA	NA	NA
00001000100000000000000000000000000	Ets2	FoxO4	N	NA	0.225528	2.01417	3934	-1.788642	0	NA	NA	NA	NA
00000001000000010000000000000000000	FoxH1	HoxD8	N	NA	0.265648	2.05706	3934	-1.791412	0	NA	NA	NA	NA
00000001000000100000000000000000000	FoxH1	HoxB2	N	NA	0.243479	2.03857	3934	-1.795091	0	NA	NA	NA	NA
00000010000000010000000000000000000	Fli1	HoxD8	N	NA	0.753065	2.55423	3934	-1.801165	0	NA	NA	NA	NA
00100000000000000001000000000000000	Egfl7	Ldb1	N	Fli1	3.42277	5.22447	3934	-1.8017	0	NA	NA	NA	NA
00000100000000000000000000001000000	Etv6	Procr	N	Cdh5	3.60823	5.41218	3934	-1.80395	0	NA	NA	NA	NA
00000000100000001000000000000000000	FoxO4	Itga2b	N	NA	1.1159	2.93836	3934	-1.82246	0	NA	NA	NA	NA
00000010000000001000000000000000000	Fli1	Itga2b	N	Tal1	3.71528	5.54064	3934	-1.82536	0	NA	NA	NA	NA
00000000000000000000000011000000000	Mitf	Myb	N	Gata1	4.50696	6.35453	3934	-1.84757	0	NA	NA	NA	NA
00000000000000000010000000000000001	Kit	Tbx3	N	NA	1.54199	3.43391	3934	-1.89192	0	NA	NA	NA	NA
00001100000000000000000000000000000	Ets2	Etv6	N	NA	0.567243	2.46029	3934	-1.893047	0	NA	NA	NA	NA
00000001000000000000000000000000010	FoxH1	Tbx20	N	Cdh1	3.44482	5.33849	3934	-1.89367	0	NA	NA	NA	NA
00000000000000000000000000000001100	Sox7	Tal1	N	Cdh5,Fli1,Hhex,Ldb1	14.4395	16.3394	3934	-1.8999	0	NA	NA	NA	NA
00000000010000100000000000000000000	Gata1	HoxB2	N	Meis1	2.04822	3.96652	3934	-1.9183	0	NA	NA	NA	NA
00000010000000100000000000000000000	Fli1	HoxB2	N	NA	0.602462	2.53574	3934	-1.933278	0	NA	NA	NA	NA
00000011000000000000000000000000000	Fli1	FoxH1	N	NA	1.02848	2.99586	3934	-1.96738	0	NA	NA	NA	NA
00000100000000000000000000000000010	Etv6	Tbx20	N	Cdh5	3.60479	5.5761	3934	-1.97131	0	NA	NA	NA	NA
00000000000000000100001000000000000	Kdr	Mecom	N	Notch1	3.97402	5.97656	3934	-2.00254	0	NA	NA	NA	NA
00001000000000000000000000100000000	Ets2	Notch1	N	Sox7	2.25383	4.26143	3934	-2.0076	0	NA	NA	NA	NA
00001000000000000000000000000100000	Ets2	Runx1	N	NA	0.615097	2.64913	3934	-2.034033	0	NA	NA	NA	NA
00010000000000100000000000000000000	Ets1	HoxB2	N	Meis1	1.92204	3.97186	3934	-2.04982	0	NA	NA	NA	NA
00000000000000000100000000000001000	Kdr	Sox7	N	Cdh5,Notch1,Tal1,Tbx20,Hhex	26.7081	28.7597	3934	-2.0516	0	NA	NA	NA	NA
00010000000000000000000100000000000	Ets1	Meis1	N	Notch1,Tbx20,Cdh5,Lyl1	26.2032	28.267	3934	-2.0638	0	NA	NA	NA	NA
00001000000000000000000000000000001	Ets2	Tbx3	N	NA	0.688566	2.75671	3934	-2.068144	0	NA	NA	NA	NA
00000010001000000000000000000000000	Fli1	Gfi1	N	Sox7	3.61635	5.69471	3934	-2.07836	0	NA	NA	NA	NA
00000000000000100000100000000000000	HoxB2	Lmo2	N	Notch1	1.96781	4.04661	3934	-2.0788	0	NA	NA	NA	NA
00000000000000000000000000000100010	Runx1	Tbx20	N	Gata1	3.84089	5.93006	3934	-2.08917	0	NA	NA	NA	NA
00000000100000000000000100000000000	FoxO4	Meis1	N	NA	0.834717	2.92639	3934	-2.091673	0	NA	NA	NA	NA
00000000100000000000000000010000000	FoxO4	Pecam1	N	NA	0.794459	2.88999	3934	-2.095531	0	NA	NA	NA	NA
00000000000000000000100000001000000	Lmo2	Procr	N	Cdh5,Kdr,Notch1	12.8599	14.9651	3934	-2.1052	0	NA	NA	NA	NA
00000000000000100000000000000000010	HoxB2	Tbx20	N	Meis1	1.94433	4.0599	3934	-2.11557	0	NA	NA	NA	NA
01000000000000000000000001000000000	Cdh5	Myb	N	Kit	3.80175	5.9237	3934	-2.12195	0	NA	NA	NA	NA
00000000000100000000000100000000000	Gfi1b	Meis1	N	Gata1,HbbbH1,Itga2b	15.5681	17.6908	3934	-2.1227	0	NA	NA	NA	NA
00001000000000001000000000000000000	Ets2	Itga2b	N	NA	0.635344	2.76135	3934	-2.126006	0	NA	NA	NA	NA
00000000000000100000000000000010000	HoxB2	Sox17	N	NA	0.485421	2.62226	3934	-2.136839	0	NA	NA	NA	NA
00001000001000000000000000000000000	Ets2	Gfi1	N	NA	0.383698	2.52131	3934	-2.137612	0	NA	NA	NA	NA
00000001000100000000000000000000000	FoxH1	Gfi1b	N	Gata1,FoxO4	3.64337	5.78333	3934	-2.13996	0	NA	NA	NA	NA
10000000001000000000000000000000000	Cdh1	Gfi1	N	NA	1.13135	3.30583	3934	-2.17448	0	NA	NA	NA	NA
00000100000010000000000000000000000	Etv6	HbbbH1	N	NA	1.2085	3.38307	3934	-2.17457	0	NA	NA	NA	NA
00000000100000000001000000000000000	FoxO4	Ldb1	N	NA	0.219246	2.39957	3934	-2.180324	0	NA	NA	NA	NA
00000001000000001000000000000000000	FoxH1	Itga2b	N	NA	0.910918	3.09212	3934	-2.181202	0	NA	NA	NA	NA
00100000000100000000000000000000000	Egfl7	Gfi1b	N	Sox7	3.86238	6.05144	3934	-2.18906	0	NA	NA	NA	NA
00000010010000000000000000000000000	Fli1	Gata1	N	NA	1.36151	3.56603	3934	-2.20452	0	NA	NA	NA	NA
10000000000000100000000000000000000	Cdh1	HoxB2	N	NA	0.283715	2.49233	3934	-2.208615	0	NA	NA	NA	NA
00001000000000000000000000010000000	Ets2	Pecam1	N	Egfl7	2.40768	4.62724	3934	-2.21956	0	NA	NA	NA	NA
00001000000000000000000100000000000	Ets2	Meis1	N	NA	0.516021	2.74939	3934	-2.233369	0	NA	NA	NA	NA
00000000000000010100000000000000000	HoxD8	Kdr	N	Tbx3	1.69904	3.93386	3934	-2.23482	0	NA	NA	NA	NA
00000000000000010000000010000000000	HoxD8	Mitf	N	NA	0.311505	2.58816	3934	-2.276655	0	NA	NA	NA	NA
00001000000000000010000000000000000	Ets2	Kit	N	NA	0.236026	2.51437	3934	-2.278344	0	NA	NA	NA	NA
00000000000000100000000010000000000	HoxB2	Mitf	N	NA	0.274418	2.56966	3934	-2.295242	0	NA	NA	NA	NA
00000000000000010000000000000000100	HoxD8	Tal1	N	NA	0.213665	2.51653	3934	-2.302865	0	NA	NA	NA	NA
00000000000000100100000000000000000	HoxB2	Kdr	N	Meis1	1.63134	3.93765	3934	-2.30631	0	NA	NA	NA	NA
00001000000010000000000000000000000	Ets2	HbbbH1	N	NA	0.451895	2.75995	3934	-2.308055	0	NA	NA	NA	NA
00000000000000000100000010000000000	Kdr	Mitf	N	Tbx20,Sox7	8.18152	10.4984	3934	-2.31688	0	NA	NA	NA	NA
00001000000000000000000000000010000	Ets2	Sox17	N	NA	0.420205	2.75162	3934	-2.331415	0	NA	NA	NA	NA
00000001000000000000000100000000000	FoxH1	Meis1	N	NA	0.74122	3.08015	3934	-2.33893	0	NA	NA	NA	NA
00100000000000000000000001000000000	Egfl7	Myb	N	NA	1.16425	3.51322	3934	-2.34897	0	NA	NA	NA	NA
00000100000000000010000000000000000	Etv6	Kit	N	Fli1	3.12286	5.47227	3934	-2.34941	0	NA	NA	NA	NA
00000000000000101000000000000000000	HoxB2	Itga2b	N	NA	0.276666	2.63199	3934	-2.355324	0	NA	NA	NA	NA
00000000000000011000000000000000000	HoxD8	Itga2b	N	NA	0.285611	2.65049	3934	-2.364879	0	NA	NA	NA	NA
00000010000000000000001000000000000	Fli1	Mecom	N	Hhex	3.74141	6.11384	3934	-2.37243	0	NA	NA	NA	NA
00000000001000010000000000000000000	Gfi1	HoxD8	N	NA	0.0299689	2.41044	3934	-2.3804711	0	NA	NA	NA	NA
00000000000000000000000000001000010	Procr	Tbx20	N	Kdr	3.5064	5.90282	3934	-2.39642	0	NA	NA	NA	NA
00000000000100000000000000001000000	Gfi1b	Procr	N	NA	1.20224	3.63672	3934	-2.43448	0	NA	NA	NA	NA
00000000000010100000000000000000000	HbbbH1	HoxB2	N	NA	0.186808	2.63059	3934	-2.443782	0	NA	NA	NA	NA
01000000000000010000000000000000000	Cdh5	HoxD8	N	NA	0.194428	2.65109	3934	-2.456662	0	NA	NA	NA	NA
00000000100000000000000010000000000	FoxO4	Mitf	N	NA	0.401185	2.87603	3934	-2.474845	0	NA	NA	NA	NA
01001000000000000000000000000000000	Cdh5	Ets2	N	Sox7	1.74123	4.21639	3934	-2.47516	0	NA	NA	NA	NA
00001000000000000000000010000000000	Ets2	Mitf	N	NA	0.212072	2.69902	3934	-2.486948	0	NA	NA	NA	NA
00000000000000010000100000000000000	HoxD8	Lmo2	N	NA	0.154359	2.64483	3934	-2.490471	0	NA	NA	NA	NA
10000000000000010000000000000000000	Cdh1	HoxD8	N	NA	0.000421679	2.51082	3934	-2.510398321	0	NA	NA	NA	NA
00000000000000100000000000000100000	HoxB2	Runx1	N	NA	0.00741061	2.51977	3934	-2.51235939	0	NA	NA	NA	NA
00000000000001100000000000000000000	Hhex	HoxB2	N	NA	0.0765954	2.6014	3934	-2.5248046	0	NA	NA	NA	NA
01000000000000001000000000000000000	Cdh5	Itga2b	N	Tal1	2.56952	5.10428	3934	-2.53476	0	NA	NA	NA	NA
00000000000000010000000000001000000	HoxD8	Procr	N	NA	0.0676307	2.60725	3934	-2.5396193	0	NA	NA	NA	NA
00000000000000010000000000010000000	HoxD8	Pecam1	N	NA	0.0606549	2.60212	3934	-2.5414651	0	NA	NA	NA	NA
00000000010000000000000000001000000	Gata1	Procr	N	Kdr	3.48853	6.03074	3934	-2.54221	0	NA	NA	NA	NA
10000000000000000000000000001000000	Cdh1	Procr	N	Kdr	3.20703	5.75703	3934	-2.55	0	NA	NA	NA	NA
00010000000000010000000000000000000	Ets1	HoxD8	N	NA	0.0518712	2.60429	3934	-2.5524188	0	NA	NA	NA	NA
00000000000000000100000000000010000	Kdr	Sox17	N	Gata1	3.67411	6.23923	3934	-2.56512	0	NA	NA	NA	NA
00000000000000100000010000000000000	HoxB2	Lyl1	N	NA	0.0224441	2.59065	3934	-2.5682059	0	NA	NA	NA	NA
00000000000000100000000000001000000	HoxB2	Procr	N	NA	0.0166804	2.58875	3934	-2.5720696	0	NA	NA	NA	NA
10000000000000000000100000000000000	Cdh1	Lmo2	N	Tal1,Fli1	6.17191	8.74892	3934	-2.57701	0	NA	NA	NA	NA
00000000000000100000000000010000000	HoxB2	Pecam1	N	NA	0.00573233	2.58363	3934	-2.57789767	0	NA	NA	NA	NA
00000000001000000000000000001000000	Gfi1	Procr	N	Cdh5,Itga2b,Runx1	13.678	16.2578	3934	-2.5798	0	NA	NA	NA	NA
00000000000000010000001000000000000	HoxD8	Mecom	N	NA	0.000375704	2.58279	3934	-2.582414296	0	NA	NA	NA	NA
00000000000000100000000001000000000	HoxB2	Myb	N	NA	0.0397323	2.63262	3934	-2.5928877	0	NA	NA	NA	NA
00000000010000000000000000000000010	Gata1	Tbx20	N	Notch1,Tbx3,HbbbH1,Runx1	25.2009	27.7946	3934	-2.5937	0	NA	NA	NA	NA
00000001000000000000010000000000000	FoxH1	Lyl1	N	NA	0.450956	3.05078	3934	-2.599824	0	NA	NA	NA	NA
00000000000100100000000000000000000	Gfi1b	HoxB2	N	NA	0.0253813	2.62641	3934	-2.6010287	0	NA	NA	NA	NA
00000000100000000000010000000000000	FoxO4	Lyl1	N	NA	0.292778	2.89702	3934	-2.604242	0	NA	NA	NA	NA
00000000000000010000000000100000000	HoxD8	Notch1	N	NA	0.020431	2.63852	3934	-2.618089	0	NA	NA	NA	NA
00000001000000000000000010000000000	FoxH1	Mitf	N	NA	0.398814	3.02978	3934	-2.630966	0	NA	NA	NA	NA
00000000000000010000000000000010000	HoxD8	Sox17	N	NA	0.00840909	2.64076	3934	-2.63235091	0	NA	NA	NA	NA
00000000001000000000001000000000000	Gfi1	Mecom	N	NA	0.719898	3.3778	3934	-2.657902	0	NA	NA	NA	NA
00001010000000000000000000000000000	Ets2	Fli1	N	Sox7	1.52441	4.19188	3934	-2.66747	0	NA	NA	NA	NA
00000000000000000100000000010000000	Kdr	Pecam1	N	Fli1	3.39702	6.07975	3934	-2.68273	0	NA	NA	NA	NA
00000000000000000000100000000000010	Lmo2	Tbx20	N	Cdh5	3.8206	6.52219	3934	-2.70159	0	NA	NA	NA	NA
00000000000000000000000000010010000	Pecam1	Sox17	N	NA	0.922413	3.62744	3934	-2.705027	0	NA	NA	NA	NA
00000000100000000000000000000000001	FoxO4	Tbx3	N	NA	0.227539	2.93371	3934	-2.706171	0	NA	NA	NA	NA
00000000001000000000000000010000000	Gfi1	Pecam1	N	Lyl1	3.02729	5.73963	3934	-2.71234	0	NA	NA	NA	NA
00000000000000000000000001000000001	Myb	Tbx3	N	Gata1	3.66444	6.37714	3934	-2.7127	0	NA	NA	NA	NA
00001000000100000000000000000000000	Ets2	Gfi1b	N	NA	0.0346131	2.75577	3934	-2.7211569	0	NA	NA	NA	NA
00000000000000000000110000000000000	Lmo2	Lyl1	N	Tal1,Cdh5,Fli1,Hhex	16.3493	19.0726	3934	-2.7233	0	NA	NA	NA	NA
00000001000000000000000000001000000	FoxH1	Procr	N	NA	0.321349	3.04887	3934	-2.727521	0	NA	NA	NA	NA
00000000000000000100000000000100000	Kdr	Runx1	N	Gata1,Gfi1	6.24512	8.97577	3934	-2.73065	0	NA	NA	NA	NA
00001000010000000000000000000000000	Ets2	Gata1	N	NA	0.000226577	2.7381	3934	-2.737873423	0	NA	NA	NA	NA
00000100000000000000000000000100000	Etv6	Runx1	N	NA	0.532693	3.27226	3934	-2.739567	0	NA	NA	NA	NA
00000000000000000000000010000000100	Mitf	Tal1	N	NA	0.725386	3.48925	3934	-2.763864	0	NA	NA	NA	NA
00000101000000000000000000000000000	Etv6	FoxH1	N	NA	0.00403921	2.79105	3934	-2.78701079	0	NA	NA	NA	NA
00100001000000000000000000000000000	Egfl7	FoxH1	N	NA	0.126912	2.91917	3934	-2.792258	0	NA	NA	NA	NA
00000000000000000000000000000010001	Sox17	Tbx3	N	Cdh5,Sox7	7.75875	10.5543	3934	-2.79555	0	NA	NA	NA	NA
00000000000000000000000101000000000	Meis1	Myb	N	Gata1	3.5428	6.34033	3934	-2.79753	0	NA	NA	NA	NA
00000000000000000100010000000000000	Kdr	Lyl1	N	Cdh5	2.8688	5.66968	3934	-2.80088	0	NA	NA	NA	NA
00000000000000000000010000000010000	Lyl1	Sox17	N	NA	0.831038	3.63447	3934	-2.803432	0	NA	NA	NA	NA
00000000001000000001000000000000000	Gfi1	Ldb1	N	NA	0.0968735	2.9067	3934	-2.8098265	0	NA	NA	NA	NA
00000000100000000000100000000000000	FoxO4	Lmo2	N	NA	0.10688	2.9327	3934	-2.82582	0	NA	NA	NA	NA
00001000000000000000000000000000100	Ets2	Tal1	N	Sox7	1.30769	4.15428	3934	-2.84659	0	NA	NA	NA	NA
00000000110000000000000000000000000	FoxO4	Gata1	N	Gfi1b	1.46859	4.3276	3934	-2.85901	0	NA	NA	NA	NA
00000000000000000000000000110000000	Notch1	Pecam1	N	Tal1	3.12629	6.00493	3934	-2.87864	0	NA	NA	NA	NA
00000000000000000000101000000000000	Lmo2	Mecom	N	Meis1	3.43028	6.31638	3934	-2.8861	0	NA	NA	NA	NA
00010000000000000001000000000000000	Ets1	Ldb1	N	Fli1,Cdh1,Mecom	9.83229	12.7265	3934	-2.89421	0	NA	NA	NA	NA
00000000000100010000000000000000000	Gfi1b	HoxD8	N	Tbx3	1.16664	4.07935	3934	-2.91271	0	NA	NA	NA	NA
00000000100000000000000000000010000	FoxO4	Sox17	N	Gfi1b,Itga2b	4.78097	7.69631	3934	-2.91534	0	NA	NA	NA	NA
00000000000000001010000000000000000	Itga2b	Kit	N	Cdh1,Pecam1,Fli1	12.8278	15.7471	3934	-2.9193	0	NA	NA	NA	NA
00000000000001000000000000001000000	Hhex	Procr	N	Cdh5,Notch1	7.4906	10.4157	3934	-2.9251	0	NA	NA	NA	NA
00000000000000100000000000000001000	HoxB2	Sox7	N	Meis1	1.10584	4.03619	3934	-2.93035	0	NA	NA	NA	NA
00000000001000000010000000000000000	Gfi1	Kit	N	Procr	2.57112	5.50404	3934	-2.93292	0	NA	NA	NA	NA
00010000000000000000000000000000010	Ets1	Tbx20	N	Sox7,Notch1,Meis1,Kdr	24.7145	27.6525	3934	-2.938	0	NA	NA	NA	NA
10000001000000000000000000000000000	Cdh1	FoxH1	N	Gfi1b	1.79134	4.74115	3934	-2.94981	0	NA	NA	NA	NA
00000000000000000001000000000100000	Ldb1	Runx1	N	NA	0.0761666	3.03453	3934	-2.9583634	0	NA	NA	NA	NA
00000000000001000000000000000100000	Hhex	Runx1	N	NA	0.581186	3.54272	3934	-2.961534	0	NA	NA	NA	NA
00000001000000000100000000000000000	FoxH1	Kdr	N	NA	0.0450811	3.02442	3934	-2.9793389	0	NA	NA	NA	NA
00000000100000000000000000001000000	FoxO4	Procr	N	Notch1	1.67038	4.67955	3934	-3.00917	0	NA	NA	NA	NA
00010001000000000000000000000000000	Ets1	FoxH1	N	NA	0.0334875	3.04592	3934	-3.0124325	0	NA	NA	NA	NA
00000000000000000001000000000010000	Ldb1	Sox17	N	NA	0.11576	3.13701	3934	-3.02125	0	NA	NA	NA	NA
00000000000000001000001000000000000	Itga2b	Mecom	N	NA	0.593201	3.61785	3934	-3.024649	0	NA	NA	NA	NA
00000000000000000001000100000000000	Ldb1	Meis1	N	NA	0.106623	3.13478	3934	-3.028157	0	NA	NA	NA	NA
00010000000000001000000000000000000	Ets1	Itga2b	N	NA	0.604586	3.63934	3934	-3.034754	0	NA	NA	NA	NA
00010100000000000000000000000000000	Ets1	Etv6	N	Cdh5,Kdr,Tbx20	10.1943	13.2355	3934	-3.0412	0	NA	NA	NA	NA
00000001000001000000000000000000000	FoxH1	Hhex	N	NA	0.0201152	3.06152	3934	-3.0414048	0	NA	NA	NA	NA
00000000000001000001000000000000000	Hhex	Ldb1	N	Ets1,FoxH1	4.47918	7.5332	3934	-3.05402	0	NA	NA	NA	NA
00000000000000000010001000000000000	Kit	Mecom	N	Procr	2.76229	5.83003	3934	-3.06774	0	NA	NA	NA	NA
00000100000100000000000000000000000	Etv6	Gfi1b	N	NA	0.304192	3.3789	3934	-3.074708	0	NA	NA	NA	NA
00000100000000000000001000000000000	Etv6	Mecom	N	Cdh5	2.36743	5.44541	3934	-3.07798	0	NA	NA	NA	NA
01000000100000000000000000000000000	Cdh5	FoxO4	N	Sox17	1.92245	5.01844	3934	-3.09599	0	NA	NA	NA	NA
00000000000000000010000000000100000	Kit	Runx1	N	NA	0.22716	3.32634	3934	-3.09918	0	NA	NA	NA	NA
00000000000000000000010000100000000	Lyl1	Notch1	N	Pecam1	3.19857	6.31469	3934	-3.11612	0	NA	NA	NA	NA
01000000000000000000010000000000000	Cdh5	Lyl1	N	Tal1,Pecam1,Lmo2	10.5911	13.7148	3934	-3.1237	0	NA	NA	NA	NA
00000001000000000000000000000000100	FoxH1	Tal1	N	Gfi1b	1.49469	4.61955	3934	-3.12486	0	NA	NA	NA	NA
00000000000000000001000000000001000	Ldb1	Sox7	N	NA	0.0127252	3.1416	3934	-3.1288748	0	NA	NA	NA	NA
00000000100000000000000000000100000	FoxO4	Runx1	N	Gfi1b,Kdr,Sox17	6.26603	9.40564	3934	-3.13961	0	NA	NA	NA	NA
00000000000000000000001000000000100	Mecom	Tal1	N	NA	0.328214	3.48388	3934	-3.155666	0	NA	NA	NA	NA
00000000001000001000000000000000000	Gfi1	Itga2b	N	Gfi1b	2.80604	6.00534	3934	-3.1993	0	NA	NA	NA	NA
00000000100010000000000000000000000	FoxO4	HbbbH1	N	Gfi1b	1.41939	4.61918	3934	-3.19979	0	NA	NA	NA	NA
00000000000011000000000000000000000	HbbbH1	Hhex	N	Notch1	3.20207	6.414	3934	-3.21193	0	NA	NA	NA	NA
00000000001000000000000010000000000	Gfi1	Mitf	N	NA	0.144567	3.38316	3934	-3.238593	0	NA	NA	NA	NA
00000100000000000000000010000000000	Etv6	Mitf	N	NA	0.068366	3.32214	3934	-3.253774	0	NA	NA	NA	NA
00000000000000000000000100000000100	Meis1	Tal1	N	Itga2b	2.59937	5.86574	3934	-3.26637	0	NA	NA	NA	NA
00001000000001000000000000000000000	Ets2	Hhex	N	Notch1	1.22417	4.51342	3934	-3.28925	0	NA	NA	NA	NA
00100000000000000000000000000100000	Egfl7	Runx1	N	NA	0.110657	3.40037	3934	-3.289713	0	NA	NA	NA	NA
00001000000000000100000000000000000	Ets2	Kdr	N	Sox7	0.810931	4.13346	3934	-3.322529	0	NA	NA	NA	NA
00000000000000000000010010000000000	Lyl1	Mitf	N	NA	0.258233	3.58187	3934	-3.323637	0	NA	NA	NA	NA
00000000000000000100000001000000000	Kdr	Myb	N	NA	0.293965	3.61847	3934	-3.324505	0	NA	NA	NA	NA
00000000010000000000000000000000100	Gata1	Tal1	N	Itga2b,Lyl1,Pecam1	11.041	14.3839	3934	-3.3429	0	NA	NA	NA	NA
00010000000000000000000000000010000	Ets1	Sox17	N	Notch1	2.89323	6.23623	3934	-3.343	0	NA	NA	NA	NA
00000000000010000000000000010000000	HbbbH1	Pecam1	N	Itga2b	2.95153	6.30073	3934	-3.3492	0	NA	NA	NA	NA
00000000000000000010000100000000000	Kit	Meis1	N	NA	0.0495966	3.4266	3934	-3.3770034	0	NA	NA	NA	NA
00000000000000000001010000000000000	Ldb1	Lyl1	N	Cdh1	1.81696	5.21003	3934	-3.39307	0	NA	NA	NA	NA
00000000000000000001100000000000000	Ldb1	Lmo2	N	Tal1	1.51034	4.91482	3934	-3.40448	0	NA	NA	NA	NA
00001000000000000000010000000000000	Ets2	Lyl1	N	Cdh5	0.941269	4.37724	3934	-3.435971	0	NA	NA	NA	NA
10001000000000000000000000000000000	Cdh1	Ets2	N	Sox7	0.804835	4.25049	3934	-3.445655	0	NA	NA	NA	NA
00000000000000000000000000100000100	Notch1	Tal1	N	Cdh5	1.86823	5.32355	3934	-3.45532	0	NA	NA	NA	NA
00000000000000000000000001000000010	Myb	Tbx20	N	Gata1	2.90493	6.36493	3934	-3.46	0	NA	NA	NA	NA
10000000100000000000000000000000000	Cdh1	FoxO4	N	Fli1	0.479273	3.94107	3934	-3.461797	0	NA	NA	NA	NA
00000000000000000000000100010000000	Meis1	Pecam1	N	NA	0.151761	3.62521	3934	-3.473449	0	NA	NA	NA	NA
10000000000000000000001000000000000	Cdh1	Mecom	N	NA	0.0023847	3.47818	3934	-3.4757953	0	NA	NA	NA	NA
00000000000000000000000010010000000	Mitf	Pecam1	N	NA	0.0755418	3.57484	3934	-3.4992982	0	NA	NA	NA	NA
00000000000000000000000000001100000	Procr	Runx1	N	NA	0.00243492	3.53008	3934	-3.52764508	0	NA	NA	NA	NA
00000010000000000000000001000000000	Fli1	Myb	N	Tal1	2.32496	5.85448	3934	-3.52952	0	NA	NA	NA	NA
00000000000000001000000000000000001	Itga2b	Tbx3	N	Gata1,Notch1,Gfi1,Tbx20	24.8313	28.3641	3934	-3.5328	0	NA	NA	NA	NA
00000000100000000000000000000000100	FoxO4	Tal1	N	Fli1	0.349159	3.90634	3934	-3.557181	0	NA	NA	NA	NA
00000100000000000000000000000001000	Etv6	Sox7	N	Cdh5,Lmo2	5.28763	8.8455	3934	-3.55787	0	NA	NA	NA	NA
00000000000001000000000000000000010	Hhex	Tbx20	N	Sox7,Myb	7.45391	11.0161	3934	-3.56219	0	NA	NA	NA	NA
00000000010000000100000000000000000	Gata1	Kdr	N	Sox7	2.50069	6.07738	3934	-3.57669	0	NA	NA	NA	NA
00000000000000000010100000000000000	Kit	Lmo2	N	Fli1,Lyl1	6.2397	9.82228	3934	-3.58258	0	NA	NA	NA	NA
00000000000100000000100000000000000	Gfi1b	Lmo2	N	Myb	2.89291	6.47684	3934	-3.58393	0	NA	NA	NA	NA
00000000001000000000010000000000000	Gfi1	Lyl1	N	Gfi1b,Procr	6.34462	9.94984	3934	-3.60522	0	NA	NA	NA	NA
00010000000000000000000001000000000	Ets1	Myb	N	NA	0.00985817	3.63997	3934	-3.63011183	0	NA	NA	NA	NA
00100000000000000000010000000000000	Egfl7	Lyl1	N	Cdh5	2.04526	5.68288	3934	-3.63762	0	NA	NA	NA	NA
00000000010000000000100000000000000	Gata1	Lmo2	N	NA	5.7488e-05	3.65663	3934	-3.656572512	0	NA	NA	NA	NA
00000000000001000000000000100000000	Hhex	Notch1	N	Cdh5,Sox7,Fli1	11.5011	15.1587	3934	-3.6576	0	NA	NA	NA	NA
00000000000010000000100000000000000	HbbbH1	Lmo2	N	NA	0.0158155	3.67847	3934	-3.6626545	0	NA	NA	NA	NA
00000000000100000000000000100000000	Gfi1b	Notch1	N	Gata1,Itga2b,Sox7,HbbbH1	23.0057	26.6724	3934	-3.6667	0	NA	NA	NA	NA
00100000010000000000000000000000000	Egfl7	Gata1	N	Sox7	2.27665	5.95509	3934	-3.67844	0	NA	NA	NA	NA
00000001000000000000000000000100000	FoxH1	Runx1	N	Gfi1b	0.975661	4.6743	3934	-3.698639	0	NA	NA	NA	NA
00000000000100000000000000000001000	Gfi1b	Sox7	N	Gata1,Cdh5,Sox17	12.2597	15.9855	3934	-3.7258	0	NA	NA	NA	NA
00000000000000000000000100000010000	Meis1	Sox17	N	Gata1,Cdh5,Itga2b,Mecom	24.3556	28.0952	3934	-3.7396	0	NA	NA	NA	NA
00000000000000000000000000010001000	Pecam1	Sox7	N	Tal1	2.07331	5.88104	3934	-3.80773	0	NA	NA	NA	NA
00000000000000001001000000000000000	Itga2b	Ldb1	N	Cdh1,Notch1,Sox17	10.4883	14.362	3934	-3.8737	0	NA	NA	NA	NA
00010000000000000000000000000100000	Ets1	Runx1	N	Kdr	2.10841	6.02871	3934	-3.9203	0	NA	NA	NA	NA
00000100000000000000000000000010000	Etv6	Sox17	N	Notch1	1.87018	5.82589	3934	-3.95571	0	NA	NA	NA	NA
