x	y	z.name	ui.vect	zi.vect	Ixy_ui	cplx	Rxyz_ui	category	Nxy_ui
0000000000000000000000000000010100000000000000	Meis1	Mrpl19	NA	NA	NA	0	1.8308	0	1	3934
0000000000000000000000000000010000010000000000	Meis1	Pecam1	NA	NA	NA	0.151761	3.62521	0	1	3934
0000010000000000000001000000000000000000000000	Erg	Ikaros	NA	NA	NA	2.66218e-08	3.67867	0	1	3934
0000010000000000000010000000000000000000000000	Erg	HoxD8	NA	NA	NA	0.683615	2.64318	0	1	3934
0000000000000000000000000000010000001000000000	Meis1	Polr2a	NA	NA	NA	0	1.8308	0	1	3934
0000001000000000000000000000000000001000000000	Ets1	Polr2a	NA	NA	NA	0	1.79657	0	1	3934
0000000100000100000000000000000000000000000000	Ets2	Gata1	NA	NA	NA	0.000226577	2.7381	0	1	3934
0000000100001000000000000000000000000000000000	Ets2	FoxO4	NA	NA	NA	0.225528	2.01417	0	1	3934
0000000100010000000000000000000000000000000000	Ets2	FoxH1	NA	NA	NA	1.55701	2.16793	0	1	3934
0000000101000000000000000000000000000000000000	Ets2	Etv6	NA	NA	NA	0.567243	2.46029	0	1	3934
0000000000000000000000000010001000000000000000	Lmo2	Mitf	NA	NA	NA	1.89741	3.61755	0	1	3934
0000001000000000000000000000000000000000000001	Ets1	Ubc	NA	NA	NA	0	1.79657	0	1	3934
0000000000000000000000000010000100000000000000	Lmo2	Mrpl19	NA	NA	NA	0	1.83711	0	1	3934
0000000000000000000000000010000000001000000000	Lmo2	Polr2a	NA	NA	NA	0	1.83711	0	1	3934
0000100000000000000000000000000000010000000000	Eif2b1	Pecam1	NA	NA	NA	0	1.7944	0	1	3934
0000001000000000000000000000000010000000000000	Ets1	Myb	NA	NA	NA	0.00985817	3.63997	0	1	3934
0000001000000000000000000000000100000000000000	Ets1	Mrpl19	NA	NA	NA	0	1.79657	0	1	3934
0000000000000000000000000010000000000000000001	Lmo2	Ubc	NA	NA	NA	0	1.83711	0	1	3934
0000000000000000000000000001100000000000000000	Lyl1	Mecom	NA	NA	NA	1.82862	3.57651	0	1	3934
0000000000000000000000000001001000000000000000	Lyl1	Mitf	NA	NA	NA	0.258233	3.58187	0	1	3934
0000000000000000000000000001000100000000000000	Lyl1	Mrpl19	NA	NA	NA	0	1.80143	0	1	3934
0000001000000000000000100000000000000000000000	Ets1	Itga2b	NA	NA	NA	0.604586	3.63934	0	1	3934
0000000000000000000000000001000000001000000000	Lyl1	Polr2a	NA	NA	NA	0	1.80143	0	1	3934
0000100000000000000000000000000000100000000000	Eif2b1	Notch1	NA	NA	NA	0	1.8308	0	1	3934
0000000000000000000000000000001000000100000000	Mitf	Procr	NA	NA	NA	3.24144	3.57996	0	1	3934
0000000000000000000000000000001000001000000000	Mitf	Polr2a	NA	NA	NA	0	1.78044	0	1	3934
0000000000000000000000000000001000000001000000	Mitf	Sfpi1	NA	NA	NA	3.14497	3.61124	0	1	3934
0000000000000000000000000000001000010000000000	Mitf	Pecam1	NA	NA	NA	0.0755418	3.57484	0	1	3934
0000000000000000000000000000001000000000001000	Mitf	Tal1	NA	NA	NA	0.725386	3.48925	0	1	3934
0000010000001000000000000000000000000000000000	Erg	FoxO4	NA	NA	NA	1.63415	2.93105	0	1	3934
0000100000000000000000000000000000000000000001	Eif2b1	Ubc	NA	NA	NA	0	0	0	1	3934
0000100000000000000000000000000000000000000010	Eif2b1	Tbx3	NA	NA	NA	0	1.83812	0	1	3934
0000100000000000000000000000000000000000000100	Eif2b1	Tbx20	NA	NA	NA	0	1.84297	0	1	3934
0000100000000000000000000000000000000000001000	Eif2b1	Tal1	NA	NA	NA	0	1.70881	0	1	3934
0000100000000000000000000000000000000000010000	Eif2b1	Sox7	NA	NA	NA	0	1.83763	0	1	3934
0000100000000000000000000000000000000000100000	Eif2b1	Sox17	NA	NA	NA	0	1.83304	0	1	3934
0000000000000000000000000000001100000000000000	Mitf	Mrpl19	NA	NA	NA	0	1.78044	0	1	3934
0000100000000000000000000000000000000001000000	Eif2b1	Sfpi1	NA	NA	NA	0	1.8308	0	1	3934
0000000000000000000000000000010000000000000001	Meis1	Ubc	NA	NA	NA	0	1.8308	0	1	3934
0000100000000000000000000000000000001000000000	Eif2b1	Polr2a	NA	NA	NA	0	0	0	1	3934
0000100000000000000000000000000000000010000000	Eif2b1	Runx1	NA	NA	NA	0	1.73055	0	1	3934
0000100000000000000000000000000000000100000000	Eif2b1	Procr	NA	NA	NA	0	1.79953	0	1	3934
0010000000000000000000000000000000000000000100	Cdh5	Tbx20	NA	Sox7	Cbfa2t3h,Cdh1,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB4,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,,Tal1,Tbx3,HoxB2,Ikaros	1.15133	6.14574	273.341	1	3934
0000010000000000000000000000000000000000000100	Erg	Tbx20	NA	Sox7	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Pecam1,Procr,Sfpi1,Sox17,,Tal1,Tbx3,Ikaros,Myb,Runx1	1.40602	6.11286	212.168	1	3934
0000000000000000010100000000000000000000000000	Hhex	HoxB4	NA	Cdh5	Cbfa2t3h,Cdh1,,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,HoxB2	3.80515	6.12911	191.207	1	3934
0000010000000100000000000000000000000000000000	Erg	Gata1	NA	Notch1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,,Pecam1,Procr,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,FoxO4,Ikaros,Myb,Runx1	0.707635	6.07088	169.543	1	3934
0000000000100000000000100000000000000000000000	Fli1	Itga2b	NA	Tal1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,FoxO4,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,,Tbx20,Tbx3,Gata1,HbbbH1	3.71528	5.54064	168.982	1	3934
0000001000000100000000000000000000000000000000	Ets1	Gata1	NA	Notch1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets2,Etv2,Etv6,Fli1,FoxO4,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,FoxH1,Itga2b,Myb	0.353309	6.19524	162.212	1	3934
0100000000000000000000000000000000000000010000	Cdh1	Sox7	NA	Tal1	Cbfa2t3h,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,HoxB4,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,,Tbx20,Gfi1,HoxB2,Mecom,Meis1,Tbx3	1.06045	5.71203	155.275	1	3934
0000000000000000000000010000000000010000000000	Kdr	Pecam1	NA	Fli1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Itga2b,Myb	3.39702	6.07975	154.987	1	3934
1000000000000000100000000000000000000000000000	Cbfa2t3h	HbbbH1	NA	Ikaros	Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx3,FoxO4,Mecom,Meis1,Tbx20	4.1039	6.17375	149.456	1	3934
0100000000000000010000000000000000000000000000	Cdh1	Hhex	NA	Fli1	Cbfa2t3h,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,HoxB4,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Gfi1,Mecom,Meis1,Tbx3	5.78235	5.942	146.731	1	3934
0000000000000100000000010000000000000000000000	Gata1	Kdr	NA	Sox7	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Etv2,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Itga2b,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,,Tal1,Tbx20,Tbx3,Ets2,Fli1,HoxD8,Lmo2	2.50069	6.07738	142.714	1	3934
0000000000000000000000000000000000100000001000	Notch1	Tal1	NA	Cdh5	Cbfa2t3h,Cdh1,,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tbx20,Tbx3,FoxH1	1.86823	5.32355	134.932	1	3934
0000000000000000000000000000000000010000010000	Pecam1	Sox7	NA	Tal1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB4,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Myb,Nfe2,Notch1,Procr,Runx1,Sfpi1,,Tbx3,FoxH1,FoxO4,HoxB2,Meis1,Mitf,Sox17,Tbx20	2.07331	5.88104	133.237	1	3934
1000000000000000010000000000000000000000000000	Cbfa2t3h	Hhex	NA	Tal1	Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,HbbbH1,HoxB2,HoxB4,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,,Tbx3,FoxO4,Mecom,Meis1,Tbx20	0.148724	5.82579	130.312	1	3934
0000000000000000100000000001000000000000000000	HbbbH1	Lyl1	NA	Ikaros	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Etv2,FoxH1,FoxO4,Gata1,Gfi1b,Hhex,HoxB4,,Itga2b,Kdr,Kit,Ldb1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Etv6,Fli1,Gfi1,Lmo2	2.09557	6.21213	129.677	1	3934
0000000010000000000000000000000000000000100000	Etv2	Sox17	NA	Notch1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,,Pecam1,Procr,Runx1,Sfpi1,Sox7,Tal1,Tbx20,Tbx3,FoxH1	0.093869	6.2266	127.522	1	3934
0000000000000000000000000000000001000001000000	Nfe2	Sfpi1	NA	Ikaros	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Etv2,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB4,,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Etv6	5.93319	6.23796	121.37	1	3934
0000000000000000000000000001000000000000010000	Lyl1	Sox7	NA	Tal1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB4,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Meis1,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,,Tbx20,Tbx3,FoxH1,FoxO4,HoxB2,Mecom,Mitf,Sox17	0.259919	5.74452	120.983	1	3934
0000000000000100000000000000000000010000000000	Gata1	Pecam1	NA	Itga2b	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Etv2,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,,Kdr,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Fli1,Lmo2	4.45379	6.18434	118.896	1	3934
0000000000000000010000000000010000000000000000	Hhex	Meis1	NA	Notch1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,HoxB4,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Mitf,Myb,Nfe2,,Pecam1,Procr,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,HoxB2,Ikaros,Runx1	0.588267	6.34814	116.877	1	3934
0000000000000000000000000000000000000100001000	Procr	Tal1	NA	Cdh5	Cbfa2t3h,Cdh1,,Egfl7,Erg,Ets1,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,HbbbH1,Hhex,HoxB4,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Nfe2,Notch1,Pecam1,Sfpi1,Sox17,Sox7,Tbx20,Tbx3,Ets2,FoxH1,Gfi1b,Ikaros,Myb,Runx1	4.55354	5.38883	112.03	1	3934
1000000000000000000000010000000000000000000000	Cbfa2t3h	Kdr	NA	Cdh5	Cdh1,,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Itga2b,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx3,FoxO4,HoxD8,Mecom,Meis1,Tbx20	4.32289	5.69037	111.704	1	3934
0000000000000000000000000000010010000000000000	Meis1	Myb	NA	Gata1	Cdh5,Egfl7,Erg,Ets1,Etv2,Etv6,Fli1,,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Itga2b,Kdr,Lmo2,Lyl1,Mecom,Mitf,Nfe2,Notch1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Cbfa2t3h,Cdh1,FoxH1,FoxO4,HoxD8,Kit,Ldb1,Pecam1	3.5428	6.34033	106.884	1	3934
0000000000100000000000000000000010000000000000	Fli1	Myb	NA	Tal1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,FoxO4,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,,Tbx20,Tbx3,FoxH1,Gata1,HbbbH1,HoxD8	2.32496	5.85448	106.241	1	3934
0000001000000000100000000000000000000000000000	Ets1	HbbbH1	NA	Notch1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,FoxH1,Itga2b,Myb	1.51774	6.29249	103.441	1	3934
0000000000000000000000010000000000000001000000	Kdr	Sfpi1	NA	Cdh5	Cbfa2t3h,Cdh1,,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,FoxH1,Itga2b,Myb	4.7547	5.79729	103.167	1	3934
0000000010000000000000000000100000000000000000	Etv2	Mecom	NA	Notch1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Myb,Nfe2,,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3	2.23407	6.06296	100.35	1	3934
0000000000100000000000000000000000000000000100	Fli1	Tbx20	NA	Etv2	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,,Etv6,FoxO4,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx3,FoxH1,Gata1,HbbbH1,HoxB2	4.50489	6.16741	99.1701	1	3934
0000001000000000000000000000000000000000000010	Ets1	Tbx3	NA	Etv2	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets2,,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,HoxD8,Itga2b,Myb	4.98201	6.28666	98.9404	1	3934
0100000000000000000100000000000000000000000000	Cdh1	HoxB4	NA	Fli1	Cbfa2t3h,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Gfi1,HoxB2,Mecom,Meis1,Tbx3	3.88054	5.79166	96.5807	1	3934
0000001000000000000000000000000000000000100000	Ets1	Sox17	NA	Notch1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,,Pecam1,Procr,Runx1,Sfpi1,Sox7,Tal1,Tbx20,Tbx3,FoxH1,Itga2b,Myb	2.89323	6.23623	95.6846	1	3934
0000001000000000000000000000000000000001000000	Ets1	Sfpi1	NA	Cdh5	Cbfa2t3h,Cdh1,,Egfl7,Erg,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,FoxH1,Itga2b,Myb	1.77688	6.12761	92.013	1	3934
0000000000000000000100000010000000000000000000	HoxB4	Lmo2	NA	Cdh5	Cbfa2t3h,Cdh1,,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Itga2b,Kdr,Kit,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Pecam1,Procr,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ikaros,Ldb1,Myb,Runx1	1.11882	6.38207	89.816	1	3934
0000001000000000000000000001000000000000000000	Ets1	Lyl1	NA	Tal1	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Kdr,Kit,Ldb1,Lmo2,Mecom,Meis1,Mitf,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,,Tbx20,Tbx3,Itga2b,Myb	0.863452	5.82969	89.4436	1	3934
0000010000000000100000000000000000000000000000	Erg	HbbbH1	NA	Sox7	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Pecam1,Procr,Sfpi1,Sox17,,Tal1,Tbx20,Tbx3,FoxO4,Ikaros,Myb,Runx1	0.20445	6.21377	88.6003	1	3934
0100000000000000000000000000000000100000000000	Cdh1	Notch1	NA	Cdh5	Cbfa2t3h,,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1b,HbbbH1,Hhex,HoxB4,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Nfe2,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Gfi1,HoxB2,Mecom,Meis1,Tbx3	0.309639	5.88537	88.3514	1	3934
0000000000000000000000010001000000000000000000	Kdr	Lyl1	NA	Cdh5	Cbfa2t3h,Cdh1,,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Kit,Ldb1,Lmo2,Mecom,Meis1,Mitf,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Itga2b,Myb	2.8688	5.66968	86.3051	1	3934
0000000000000000000000000000010000000100000000	Meis1	Procr	NA	Cdh5	,Egfl7,Erg,Ets1,Etv2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Itga2b,Kdr,Lmo2,Lyl1,Mecom,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Cbfa2t3h,Cdh1,FoxO4,Kit,Ldb1,Pecam1	5.796	6.33734	86.2225	1	3934
0000000000000000000100000000000000000000001000	HoxB4	Tal1	NA	Cdh5	Cbfa2t3h,Cdh1,,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,Itga2b,Kdr,Kit,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Pecam1,Procr,Sfpi1,Sox17,Sox7,Tbx20,Tbx3,FoxH1,FoxO4,Ikaros,Ldb1,Myb,Runx1	2.96017	5.41263	86.0637	1	3934
1000001000000000000000000000000000000000000000	Cbfa2t3h	Ets1	NA	Tal1	Cdh1,Cdh5,Egfl7,Erg,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,,Tbx3,FoxO4,Mecom,Meis1,Tbx20	4.54959	5.87518	85.0697	1	3934
0000000000000000100000010000000000000000000000	HbbbH1	Kdr	NA	Sox7	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Etv2,FoxH1,FoxO4,Gata1,Gfi1b,Hhex,HoxB4,Ikaros,Itga2b,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,,Tal1,Tbx20,Tbx3,Ets2,Etv6,Fli1,Gfi1,HoxB2,HoxD8,Lmo2	0.792902	6.16372	83.8121	1	3934
0000000000000000000000000000000000000000100100	Sox17	Tbx20	NA	Sox7	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB4,Ikaros,Itga2b,Kdr,Kit,Lmo2,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Procr,Runx1,Sfpi1,,Tal1,Tbx3,Ets2,HoxB2,Lyl1	2.1462	6.39332	83.4692	1	3934
0000000000000100000000000000000000000001000000	Gata1	Sfpi1	NA	Gfi1b	Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Etv2,Etv6,FoxH1,FoxO4,Gfi1,,HbbbH1,Hhex,HoxB2,HoxB4,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Fli1,Lmo2	3.08633	6.16461	81.1933	1	3934
