x	y	type	ai	info	cplx	Nxy_ai	log_confidence	infOrt	trueOrt	isOrtOk	sign	partial_correlation
0000000010000000000000000000000000000000010000	Etv2	Sox7	N	Notch1,Kdr,Tbx20,Hhex,Runx1	35.1018	35.8896	3934	-0.787800000000004	0	NA	NA	NA	NA
0000100000000000001000000000000000000000000000	Eif2b1	HoxB2	N	NA	0	0.789223	3934	-0.789223	0	NA	NA	NA	NA
0000000000000000001000000000000100000000000000	HoxB2	Mrpl19	N	NA	0	0.789223	3934	-0.789223	0	NA	NA	NA	NA
0000000000000000001000000000000000001000000000	HoxB2	Polr2a	N	NA	0	0.789223	3934	-0.789223	0	NA	NA	NA	NA
0000000000000000001000000000000000000000000001	HoxB2	Ubc	N	NA	0	0.789223	3934	-0.789223	0	NA	NA	NA	NA
1000000000000000001000000000000000000000000000	Cbfa2t3h	HoxB2	N	Etv2	3.2453	4.03796	3934	-0.79266	0	NA	NA	NA	NA
0000000000000000000000000100000000100000000000	Ldb1	Notch1	N	Fli1,Mecom	7.72992	8.5331	3934	-0.803179999999999	0	NA	NA	NA	NA
0000100000000000000010000000000000000000000000	Eif2b1	HoxD8	N	NA	0	0.807719	3934	-0.807719	0	NA	NA	NA	NA
0000000000000000000010000000000100000000000000	HoxD8	Mrpl19	N	NA	0	0.807719	3934	-0.807719	0	NA	NA	NA	NA
0000000000000000000010000000000000001000000000	HoxD8	Polr2a	N	NA	0	0.807719	3934	-0.807719	0	NA	NA	NA	NA
0000000000000000000010000000000000000000000001	HoxD8	Ubc	N	NA	0	0.807719	3934	-0.807719	0	NA	NA	NA	NA
0000000000100000100000000000000000000000000000	Fli1	HbbbH1	N	NA	2.77723	3.58788	3934	-0.81065	0	NA	NA	NA	NA
0000000000000000000010000000000000000000010000	HoxD8	Sox7	N	NA	1.82749	2.64535	3934	-0.81786	0	NA	NA	NA	NA
0000000000000000000000000000000010000100000000	Myb	Procr	N	NA	2.82399	3.64292	3934	-0.81893	0	NA	NA	NA	NA
0000000000000000000000000000000000000100001000	Procr	Tal1	N	Cdh5	4.55354	5.38883	3934	-0.83529	0	NA	NA	NA	NA
0000000000010000000000000000000000000000100000	FoxH1	Sox17	N	Ikaros	4.3469	5.18791	3934	-0.84101	0	NA	NA	NA	NA
1000000000000000000000000000100000000000000000	Cbfa2t3h	Mecom	N	NA	2.69458	3.5746	3934	-0.88002	0	NA	NA	NA	NA
0000000000000000000100001000000000000000000000	HoxB4	Kit	N	Cdh5,Fli1,Pecam1	13.9125	14.7947	3934	-0.882200000000001	0	NA	NA	NA	NA
0000000000000000000000000000000000100010000000	Notch1	Runx1	N	Gata1	4.98344	5.88263	3934	-0.89919	0	NA	NA	NA	NA
0100000000000000000000000000000000000000100000	Cdh1	Sox17	N	Myb,Runx1,FoxO4	11.3015	12.2111	3934	-0.909599999999999	0	NA	NA	NA	NA
0000100100000000000000000000000000000000000000	Eif2b1	Ets2	N	NA	0	0.918583	3934	-0.918583	0	NA	NA	NA	NA
0000000100000000000000000000000100000000000000	Ets2	Mrpl19	N	NA	0	0.918583	3934	-0.918583	0	NA	NA	NA	NA
0000000100000000000000000000000000001000000000	Ets2	Polr2a	N	NA	0	0.918583	3934	-0.918583	0	NA	NA	NA	NA
0000000100000000000000000000000000000000000001	Ets2	Ubc	N	NA	0	0.918583	3934	-0.918583	0	NA	NA	NA	NA
0000000010001000000000000000000000000000000000	Etv2	FoxO4	N	Gfi1b	3.76445	4.71058	3934	-0.94613	0	NA	NA	NA	NA
0000000000001000000100000000000000000000000000	FoxO4	HoxB4	N	NA	1.95961	2.91739	3934	-0.95778	0	NA	NA	NA	NA
0000000000000000000010000000000001000000000000	HoxD8	Nfe2	N	NA	1.68527	2.64345	3934	-0.95818	0	NA	NA	NA	NA
0000000000000000000010000000000000000010000000	HoxD8	Runx1	N	Etv2	2.87147	3.83439	3934	-0.96292	0	NA	NA	NA	NA
0000000000000000000000000010000010000000000000	Lmo2	Myb	N	Tal1	4.67376	5.65261	3934	-0.97885	0	NA	NA	NA	NA
1010000000000000000000000000000000000000000000	Cbfa2t3h	Cdh5	N	Tal1,Pecam1	7.70668	8.70597	3934	-0.99929	0	NA	NA	NA	NA
0010000000000000000000000000010000000000000000	Cdh5	Meis1	N	Notch1,Erg	9.17962	10.1835	3934	-1.00388	0	NA	NA	NA	NA
0000000000000000000000000000010000000000000100	Meis1	Tbx20	N	Notch1,Gata1	9.93332	10.9374	3934	-1.00408	0	NA	NA	NA	NA
0000000100000000000000000100000000000000000000	Ets2	Ldb1	N	NA	1.18619	2.22256	3934	-1.03637	0	NA	NA	NA	NA
0000000001000000000000000001000000000000000000	Etv6	Lyl1	N	Fli1	4.73484	5.7729	3934	-1.03806	0	NA	NA	NA	NA
0000000000000000000000010000000000000001000000	Kdr	Sfpi1	N	Cdh5	4.7547	5.79729	3934	-1.04259	0	NA	NA	NA	NA
0000000000000000000000000000100000000010000000	Mecom	Runx1	N	Gfi1b	4.80486	5.85348	3934	-1.04862	0	NA	NA	NA	NA
0000000000000000000000000000000000000010100000	Runx1	Sox17	N	Gfi1b,Ikaros	8.61781	9.70802	3934	-1.09021	0	NA	NA	NA	NA
0000100000001000000000000000000000000000000000	Eif2b1	FoxO4	N	NA	0	1.09559	3934	-1.09559	0	NA	NA	NA	NA
0000000000001000000000000000000100000000000000	FoxO4	Mrpl19	N	NA	0	1.09559	3934	-1.09559	0	NA	NA	NA	NA
0000000000001000000000000000000000001000000000	FoxO4	Polr2a	N	NA	0	1.09559	3934	-1.09559	0	NA	NA	NA	NA
0000000000001000000000000000000000000000000001	FoxO4	Ubc	N	NA	0	1.09559	3934	-1.09559	0	NA	NA	NA	NA
0100000000000000000000000000000000000000000010	Cdh1	Tbx3	N	NA	2.42739	3.54123	3934	-1.11384	0	NA	NA	NA	NA
0000000000000000000010001000000000000000000000	HoxD8	Kit	N	NA	1.27859	2.40351	3934	-1.12492	0	NA	NA	NA	NA
0000000000000000000000000000010000000000010000	Meis1	Sox7	N	Notch1,Gata1	9.54414	10.6719	3934	-1.12776	0	NA	NA	NA	NA
0100000000000100000000000000000000000000000000	Cdh1	Gata1	N	Cbfa2t3h,Tbx3	9.17052	10.3123	3934	-1.14178	0	NA	NA	NA	NA
0000000000000000000000000100001000000000000000	Ldb1	Mitf	N	NA	1.92659	3.08441	3934	-1.15782	0	NA	NA	NA	NA
0000000000000010001000000000000000000000000000	Gfi1	HoxB2	N	NA	1.22346	2.39195	3934	-1.16849	0	NA	NA	NA	NA
0000000100000000000000000000100000000000000000	Ets2	Mecom	N	NA	1.51084	2.69366	3934	-1.18282	0	NA	NA	NA	NA
1000000000000000000000100000000000000000000000	Cbfa2t3h	Itga2b	N	Lyl1,Ikaros,Erg,Pecam1,Notch1	36.6881	37.8871	3934	-1.199	0	NA	NA	NA	NA
0000000000000000000000100000000000000000001000	Itga2b	Tal1	N	Lyl1,Cbfa2t3h,Pecam1,Runx1	22.57	23.7696	3934	-1.1996	0	NA	NA	NA	NA
0000000000001000000000000000000000000000000100	FoxO4	Tbx20	N	NA	1.73356	2.93856	3934	-1.205	0	NA	NA	NA	NA
0000000000000000001000000000010000000000000000	HoxB2	Meis1	N	Etv2	2.80924	4.01497	3934	-1.20573	0	NA	NA	NA	NA
0000000000000000000000000000010000000000100000	Meis1	Sox17	N	Gata1,Cdh5,Cbfa2t3h,Mecom	26.239	27.4482	3934	-1.2092	0	NA	NA	NA	NA
0000000000000000001000001000000000000000000000	HoxB2	Kit	N	NA	1.17189	2.38501	3934	-1.21312	0	NA	NA	NA	NA
0000000000000100000000000100000000000000000000	Gata1	Ldb1	N	Cbfa2t3h,Cdh1	7.20757	8.4347	3934	-1.22713	0	NA	NA	NA	NA
0010000000000000100000000000000000000000000000	Cdh5	HbbbH1	N	Notch1	5.07043	6.30997	3934	-1.23954	0	NA	NA	NA	NA
0000000000000000000000100000000000000000010000	Itga2b	Sox7	N	NA	2.43235	3.6804	3934	-1.24805	0	NA	NA	NA	NA
0000100000010000000000000000000000000000000000	Eif2b1	FoxH1	N	NA	0	1.24935	3934	-1.24935	0	NA	NA	NA	NA
0000000000010000000000000000000100000000000000	FoxH1	Mrpl19	N	NA	0	1.24935	3934	-1.24935	0	NA	NA	NA	NA
0000000000010000000000000000000000001000000000	FoxH1	Polr2a	N	NA	0	1.24935	3934	-1.24935	0	NA	NA	NA	NA
0000000000010000000000000000000000000000000001	FoxH1	Ubc	N	NA	0	1.24935	3934	-1.24935	0	NA	NA	NA	NA
0000000010000000000010000000000000000000000000	Etv2	HoxD8	N	Tbx3	2.76949	4.04387	3934	-1.27438	0	NA	NA	NA	NA
0000000001000000000000000000000000000000001000	Etv6	Tal1	N	Cdh5,Cdh1	5.66737	6.94867	3934	-1.2813	0	NA	NA	NA	NA
0000000000000000000000000000000000000001010000	Sfpi1	Sox7	N	Erg	4.91618	6.2049	3934	-1.28872	0	NA	NA	NA	NA
0001000000000000000000000000000000000000001000	Egfl7	Tal1	N	Cdh5,Hhex	7.0055	8.30118	3934	-1.29568	0	NA	NA	NA	NA
0000010000001000000000000000000000000000000000	Erg	FoxO4	N	NA	1.63415	2.93105	3934	-1.2969	0	NA	NA	NA	NA
0000100000000000000000000100000000000000000000	Eif2b1	Ldb1	N	NA	0	1.30398	3934	-1.30398	0	NA	NA	NA	NA
0000000000000000000000000100000100000000000000	Ldb1	Mrpl19	N	NA	0	1.30398	3934	-1.30398	0	NA	NA	NA	NA
0000000000000000000000000100000000001000000000	Ldb1	Polr2a	N	NA	0	1.30398	3934	-1.30398	0	NA	NA	NA	NA
0000000000000000000000000100000000000000000001	Ldb1	Ubc	N	NA	0	1.30398	3934	-1.30398	0	NA	NA	NA	NA
0000001000000000000000000000000000000000000010	Ets1	Tbx3	N	Etv2	4.98201	6.28666	3934	-1.30465	0	NA	NA	NA	NA
0000000000000000000010000000000000000000000100	HoxD8	Tbx20	N	NA	1.33096	2.65069	3934	-1.31973	0	NA	NA	NA	NA
1000001000000000000000000000000000000000000000	Cbfa2t3h	Ets1	N	Tal1	4.54959	5.87518	3934	-1.32559	0	NA	NA	NA	NA
0000000001001000000000000000000000000000000000	Etv6	FoxO4	N	NA	1.30822	2.6373	3934	-1.32908	0	NA	NA	NA	NA
0000000000000000000000000100000000000000000100	Ldb1	Tbx20	N	NA	1.81615	3.14694	3934	-1.33079	0	NA	NA	NA	NA
0000000001000000000010000000000000000000000000	Etv6	HoxD8	N	NA	0.986509	2.34943	3934	-1.362921	0	NA	NA	NA	NA
0000000000000000000000000000100010000000000000	Mecom	Myb	N	Gata1	4.79509	6.15954	3934	-1.36445	0	NA	NA	NA	NA
1000000000000000000000010000000000000000000000	Cbfa2t3h	Kdr	N	Cdh5	4.32289	5.69037	3934	-1.36748	0	NA	NA	NA	NA
0010000000000000001000000000000000000000000000	Cdh5	HoxB2	N	NA	1.24695	2.63259	3934	-1.38564	0	NA	NA	NA	NA
0000000000000000000000000000100000010000000000	Mecom	Pecam1	N	Ldb1	3.83627	5.23877	3934	-1.4025	0	NA	NA	NA	NA
0000000000000000000000000000001000000010000000	Mitf	Runx1	N	Nfe2	4.60111	6.0199	3934	-1.41879	0	NA	NA	NA	NA
0000000001000000001000000000000000000000000000	Etv6	HoxB2	N	NA	0.90418	2.33093	3934	-1.42675	0	NA	NA	NA	NA
0000010000000000000000000000000000000010000000	Erg	Runx1	N	NA	2.115	3.56601	3934	-1.45101	0	NA	NA	NA	NA
1000000000000000000000000010000000000000000000	Cbfa2t3h	Lmo2	N	Tal1,Erg	7.58066	9.03534	3934	-1.45468	0	NA	NA	NA	NA
0000000000000010000000000000000000000000010000	Gfi1	Sox7	N	Cdh5	4.24463	5.73216	3934	-1.48753	0	NA	NA	NA	NA
0000000000010000000000000000100000000000000000	FoxH1	Mecom	N	NA	1.5338	3.02442	3934	-1.49062	0	NA	NA	NA	NA
0000000010000000000000000000000000000010000000	Etv2	Runx1	N	Gata1,Gfi1,Gfi1b	12.2648	13.7741	3934	-1.5093	0	NA	NA	NA	NA
0000000000000000000100000100000000000000000000	HoxB4	Ldb1	N	NA	1.61387	3.12578	3934	-1.51191	0	NA	NA	NA	NA
0000000000000000001000000000100000000000000000	HoxB2	Mecom	N	NA	1.04111	2.5643	3934	-1.52319	0	NA	NA	NA	NA
0010000000010000000000000000000000000000000000	Cdh5	FoxH1	N	Gata1	3.45627	4.98028	3934	-1.52401	0	NA	NA	NA	NA
0000000000000000000000000000000000010001000000	Pecam1	Sfpi1	N	Cbfa2t3h,Cdh5,Ikaros	15.7992	17.3342	3934	-1.535	0	NA	NA	NA	NA
0000100001000000000000000000000000000000000000	Eif2b1	Etv6	N	NA	0	1.54171	3934	-1.54171	0	NA	NA	NA	NA
0000000001000000000000000000000100000000000000	Etv6	Mrpl19	N	NA	0	1.54171	3934	-1.54171	0	NA	NA	NA	NA
0000000001000000000000000000000000001000000000	Etv6	Polr2a	N	NA	0	1.54171	3934	-1.54171	0	NA	NA	NA	NA
0000000001000000000000000000000000000000000001	Etv6	Ubc	N	NA	0	1.54171	3934	-1.54171	0	NA	NA	NA	NA
0000000000000000001010000000000000000000000000	HoxB2	HoxD8	N	NA	0.0336521	1.59694	3934	-1.5632879	0	NA	NA	NA	NA
0000000000000000000000000000000000010000000100	Pecam1	Tbx20	N	NA	2.06809	3.63737	3934	-1.56928	0	NA	NA	NA	NA
0000000000010000000000000000000000010000000000	FoxH1	Pecam1	N	NA	1.47164	3.04375	3934	-1.57211	0	NA	NA	NA	NA
0000000000000000000000000000100000000000000010	Mecom	Tbx3	N	NA	2.02995	3.6132	3934	-1.58325	0	NA	NA	NA	NA
0000001000000000000000000010000000000000000000	Ets1	Lmo2	N	Cdh5,Fli1,Hhex	14.3316	15.92	3934	-1.5884	0	NA	NA	NA	NA
0000100000000000000000001000000000000000000000	Eif2b1	Kit	N	NA	0	1.59579	3934	-1.59579	0	NA	NA	NA	NA
0000000000000000000000001000000100000000000000	Kit	Mrpl19	N	NA	0	1.59579	3934	-1.59579	0	NA	NA	NA	NA
0000000000000000000000001000000000001000000000	Kit	Polr2a	N	NA	0	1.59579	3934	-1.59579	0	NA	NA	NA	NA
0000000000000000000000001000000000000000000001	Kit	Ubc	N	NA	0	1.59579	3934	-1.59579	0	NA	NA	NA	NA
0000100000000010000000000000000000000000000000	Eif2b1	Gfi1	N	NA	0	1.60272	3934	-1.60272	0	NA	NA	NA	NA
0000000000000010000000000000000100000000000000	Gfi1	Mrpl19	N	NA	0	1.60272	3934	-1.60272	0	NA	NA	NA	NA
0000000000000010000000000000000000001000000000	Gfi1	Polr2a	N	NA	0	1.60272	3934	-1.60272	0	NA	NA	NA	NA
0000000000000010000000000000000000000000000001	Gfi1	Ubc	N	NA	0	1.60272	3934	-1.60272	0	NA	NA	NA	NA
0000000000010000000000000000000000000000000010	FoxH1	Tbx3	N	NA	1.48451	3.08747	3934	-1.60296	0	NA	NA	NA	NA
0000000000000000000000100000001000000000000000	Itga2b	Mitf	N	Tbx20	4.9102	6.52316	3934	-1.61296	0	NA	NA	NA	NA
0000000010000000000000000000001000000000000000	Etv2	Mitf	N	Tbx20,Gata1	9.45634	11.0772	3934	-1.62086	0	NA	NA	NA	NA
1000000000001000000000000000000000000000000000	Cbfa2t3h	FoxO4	N	NA	1.24686	2.89512	3934	-1.64826	0	NA	NA	NA	NA
0000000100000000001000000000000000000000000000	Ets2	HoxB2	N	NA	0.0561441	1.70781	3934	-1.6516659	0	NA	NA	NA	NA
0000000000000000000000000001000001000000000000	Lyl1	Nfe2	N	Ikaros,Gfi1b	8.31026	9.97175	3934	-1.66149	0	NA	NA	NA	NA
0000000000100000000000000000000000000000000100	Fli1	Tbx20	N	Etv2	4.50489	6.16741	3934	-1.66252	0	NA	NA	NA	NA
0000000100000000000000000010000000000000000000	Ets2	Lmo2	N	Sox7	2.82752	4.49195	3934	-1.66443	0	NA	NA	NA	NA
0000000100000000000010000000000000000000000000	Ets2	HoxD8	N	NA	0.0612559	1.7263	3934	-1.6650441	0	NA	NA	NA	NA
0001100000000000000000000000000000000000000000	Egfl7	Eif2b1	N	NA	0	1.66982	3934	-1.66982	0	NA	NA	NA	NA
0001000000000000000000000000000100000000000000	Egfl7	Mrpl19	N	NA	0	1.66982	3934	-1.66982	0	NA	NA	NA	NA
0001000000000000000000000000000000001000000000	Egfl7	Polr2a	N	NA	0	1.66982	3934	-1.66982	0	NA	NA	NA	NA
0001000000000000000000000000000000000000000001	Egfl7	Ubc	N	NA	0	1.66982	3934	-1.66982	0	NA	NA	NA	NA
0000000000000000000000000001000000000001000000	Lyl1	Sfpi1	N	Cbfa2t3h,Cdh5,Ikaros,Itga2b	25.9991	27.6704	3934	-1.6713	0	NA	NA	NA	NA
0000000000010000000000000000000000100000000000	FoxH1	Notch1	N	NA	1.40879	3.08015	3934	-1.67136	0	NA	NA	NA	NA
0000000000001010000000000000000000000000000000	FoxO4	Gfi1	N	Gfi1b	2.58124	4.25602	3934	-1.67478	0	NA	NA	NA	NA
0000000001000000000000000100000000000000000000	Etv6	Ldb1	N	Cdh1	3.29416	4.97192	3934	-1.67776	0	NA	NA	NA	NA
0100100000000000000000000000000000000000000000	Cdh1	Eif2b1	N	NA	0	1.7031	3934	-1.7031	0	NA	NA	NA	NA
0100000000000000000000000000000100000000000000	Cdh1	Mrpl19	N	NA	0	1.7031	3934	-1.7031	0	NA	NA	NA	NA
0100000000000000000000000000000000001000000000	Cdh1	Polr2a	N	NA	0	1.7031	3934	-1.7031	0	NA	NA	NA	NA
0100000000000000000000000000000000000000000001	Cdh1	Ubc	N	NA	0	1.7031	3934	-1.7031	0	NA	NA	NA	NA
0000100000000000000000000000000000000000001000	Eif2b1	Tal1	N	NA	0	1.70881	3934	-1.70881	0	NA	NA	NA	NA
0000000000000000000000000000000100000000001000	Mrpl19	Tal1	N	NA	0	1.70881	3934	-1.70881	0	NA	NA	NA	NA
0000000000000000000000000000000000001000001000	Polr2a	Tal1	N	NA	0	1.70881	3934	-1.70881	0	NA	NA	NA	NA
0000000000000000000000000000000000000000001001	Tal1	Ubc	N	NA	0	1.70881	3934	-1.70881	0	NA	NA	NA	NA
0000000000000000000000000010001000000000000000	Lmo2	Mitf	N	NA	1.89741	3.61755	3934	-1.72014	0	NA	NA	NA	NA
0000000000000100000000000000000000010000000000	Gata1	Pecam1	N	Itga2b	4.45379	6.18434	3934	-1.73055	0	NA	NA	NA	NA
0000100000000000000000000000000000000010000000	Eif2b1	Runx1	N	NA	0	1.73055	3934	-1.73055	0	NA	NA	NA	NA
0000000000000000000000000000000100000010000000	Mrpl19	Runx1	N	NA	0	1.73055	3934	-1.73055	0	NA	NA	NA	NA
0000000000000000000000000000000000001010000000	Polr2a	Runx1	N	NA	0	1.73055	3934	-1.73055	0	NA	NA	NA	NA
0000000000000000000000000000000000000010000001	Runx1	Ubc	N	NA	0	1.73055	3934	-1.73055	0	NA	NA	NA	NA
0000000000000000000000000000001000000000010000	Mitf	Sox7	N	Tbx20,Gata1	9.25887	10.9898	3934	-1.73093	0	NA	NA	NA	NA
0001001000000000000000000000000000000000000000	Egfl7	Ets1	N	Cdh5,Kdr,Sox7	12.1619	13.8962	3934	-1.7343	0	NA	NA	NA	NA
0000000000000010100000000000000000000000000000	Gfi1	HbbbH1	N	NA	1.7056	3.44409	3934	-1.73849	0	NA	NA	NA	NA
0000000000000000000000000100000000000000001000	Ldb1	Tal1	N	Cbfa2t3h,Notch1	6.49359	8.23478	3934	-1.74119	0	NA	NA	NA	NA
0000000010000000000000000001000000000000000000	Etv2	Lyl1	N	HoxB4	4.55658	6.29991	3934	-1.74333	0	NA	NA	NA	NA
0000100000100000000000000000000000000000000000	Eif2b1	Fli1	N	NA	0	1.74651	3934	-1.74651	0	NA	NA	NA	NA
0000000000100000000000000000000100000000000000	Fli1	Mrpl19	N	NA	0	1.74651	3934	-1.74651	0	NA	NA	NA	NA
0000000000100000000000000000000000001000000000	Fli1	Polr2a	N	NA	0	1.74651	3934	-1.74651	0	NA	NA	NA	NA
0000000000100000000000000000000000000000000001	Fli1	Ubc	N	NA	0	1.74651	3934	-1.74651	0	NA	NA	NA	NA
0001000000000000000000000000010000000000000000	Egfl7	Meis1	N	Notch1	4.30195	6.04893	3934	-1.74698	0	NA	NA	NA	NA
0000000000000000000000000001100000000000000000	Lyl1	Mecom	N	NA	1.82862	3.57651	3934	-1.74789	0	NA	NA	NA	NA
0000000000001000001000000000000000000000000000	FoxO4	HoxB2	N	NA	0.123897	1.88481	3934	-1.760913	0	NA	NA	NA	NA
0000000000000100001000000000000000000000000000	Gata1	HoxB2	N	Etv2	2.21965	3.98653	3934	-1.76688	0	NA	NA	NA	NA
0000000000000000000010000100000000000000000000	HoxD8	Ldb1	N	NA	0.337702	2.11169	3934	-1.773988	0	NA	NA	NA	NA
0000100000000000000000010000000000000000000000	Eif2b1	Kdr	N	NA	0	1.77507	3934	-1.77507	0	NA	NA	NA	NA
0000100000000000000000000000100000000000000000	Eif2b1	Mecom	N	NA	0	1.77507	3934	-1.77507	0	NA	NA	NA	NA
0000000000000000000000010000000100000000000000	Kdr	Mrpl19	N	NA	0	1.77507	3934	-1.77507	0	NA	NA	NA	NA
0000000000000000000000000000100100000000000000	Mecom	Mrpl19	N	NA	0	1.77507	3934	-1.77507	0	NA	NA	NA	NA
0000000000000000000000010000000000001000000000	Kdr	Polr2a	N	NA	0	1.77507	3934	-1.77507	0	NA	NA	NA	NA
0000000000000000000000000000100000001000000000	Mecom	Polr2a	N	NA	0	1.77507	3934	-1.77507	0	NA	NA	NA	NA
0000000000000000000000010000000000000000000001	Kdr	Ubc	N	NA	0	1.77507	3934	-1.77507	0	NA	NA	NA	NA
0000000000000000000000000000100000000000000001	Mecom	Ubc	N	NA	0	1.77507	3934	-1.77507	0	NA	NA	NA	NA
0000000000100000000000000000000000000000100000	Fli1	Sox17	N	Meis1	4.57713	6.35364	3934	-1.77651	0	NA	NA	NA	NA
0000000000000000000000000000000000000010001000	Runx1	Tal1	N	Ikaros	3.51185	5.29043	3934	-1.77858	0	NA	NA	NA	NA
0000100000000000000000000000001000000000000000	Eif2b1	Mitf	N	NA	0	1.78044	3934	-1.78044	0	NA	NA	NA	NA
0000000000000000000000000000001100000000000000	Mitf	Mrpl19	N	NA	0	1.78044	3934	-1.78044	0	NA	NA	NA	NA
0000000000000000000000000000001000001000000000	Mitf	Polr2a	N	NA	0	1.78044	3934	-1.78044	0	NA	NA	NA	NA
0000000000000000000000000000001000000000000001	Mitf	Ubc	N	NA	0	1.78044	3934	-1.78044	0	NA	NA	NA	NA
0000000000000000000001010000000000000000000000	Ikaros	Kdr	N	Mitf,Runx1	8.32853	10.1097	3934	-1.78117	0	NA	NA	NA	NA
0000000000000000000001000100000000000000000000	Ikaros	Ldb1	N	Cbfa2t3h,Cdh1	6.45994	8.24117	3934	-1.78123	0	NA	NA	NA	NA
0000000000000000001000000100000000000000000000	HoxB2	Ldb1	N	NA	0.30952	2.0932	3934	-1.78368	0	NA	NA	NA	NA
0000000100001000000000000000000000000000000000	Ets2	FoxO4	N	NA	0.225528	2.01417	3934	-1.788642	0	NA	NA	NA	NA
0000000000010000000010000000000000000000000000	FoxH1	HoxD8	N	NA	0.265648	2.05706	3934	-1.791412	0	NA	NA	NA	NA
0000100000000000000000000000000000010000000000	Eif2b1	Pecam1	N	NA	0	1.7944	3934	-1.7944	0	NA	NA	NA	NA
0000000000000000000000000000000100010000000000	Mrpl19	Pecam1	N	NA	0	1.7944	3934	-1.7944	0	NA	NA	NA	NA
0000000000000000000000000000000000011000000000	Pecam1	Polr2a	N	NA	0	1.7944	3934	-1.7944	0	NA	NA	NA	NA
0000000000000000000000000000000000010000000001	Pecam1	Ubc	N	NA	0	1.7944	3934	-1.7944	0	NA	NA	NA	NA
0000000000010000001000000000000000000000000000	FoxH1	HoxB2	N	NA	0.243479	2.03857	3934	-1.795091	0	NA	NA	NA	NA
0000101000000000000000000000000000000000000000	Eif2b1	Ets1	N	NA	0	1.79657	3934	-1.79657	0	NA	NA	NA	NA
0000001000000000000000000000000100000000000000	Ets1	Mrpl19	N	NA	0	1.79657	3934	-1.79657	0	NA	NA	NA	NA
0000001000000000000000000000000000001000000000	Ets1	Polr2a	N	NA	0	1.79657	3934	-1.79657	0	NA	NA	NA	NA
0000001000000000000000000000000000000000000001	Ets1	Ubc	N	NA	0	1.79657	3934	-1.79657	0	NA	NA	NA	NA
1000100000000000000000000000000000000000000000	Cbfa2t3h	Eif2b1	N	NA	0	1.79953	3934	-1.79953	0	NA	NA	NA	NA
1000000000000000000000000000000100000000000000	Cbfa2t3h	Mrpl19	N	NA	0	1.79953	3934	-1.79953	0	NA	NA	NA	NA
1000000000000000000000000000000000001000000000	Cbfa2t3h	Polr2a	N	NA	0	1.79953	3934	-1.79953	0	NA	NA	NA	NA
0000100000000000000000000000000000000100000000	Eif2b1	Procr	N	NA	0	1.79953	3934	-1.79953	0	NA	NA	NA	NA
0000000000000000000000000000000100000100000000	Mrpl19	Procr	N	NA	0	1.79953	3934	-1.79953	0	NA	NA	NA	NA
0000000000000000000000000000000000001100000000	Polr2a	Procr	N	NA	0	1.79953	3934	-1.79953	0	NA	NA	NA	NA
1000000000000000000000000000000000000000000001	Cbfa2t3h	Ubc	N	NA	0	1.79953	3934	-1.79953	0	NA	NA	NA	NA
0000000000000000000000000000000000000100000001	Procr	Ubc	N	NA	0	1.79953	3934	-1.79953	0	NA	NA	NA	NA
0000000000100000000010000000000000000000000000	Fli1	HoxD8	N	NA	0.753065	2.55423	3934	-1.801165	0	NA	NA	NA	NA
0000100000000000000000000001000000000000000000	Eif2b1	Lyl1	N	NA	0	1.80143	3934	-1.80143	0	NA	NA	NA	NA
0000000000000000000000000001000100000000000000	Lyl1	Mrpl19	N	NA	0	1.80143	3934	-1.80143	0	NA	NA	NA	NA
0000000000000000000000000001000000001000000000	Lyl1	Polr2a	N	NA	0	1.80143	3934	-1.80143	0	NA	NA	NA	NA
0000000000000000000000000001000000000000000001	Lyl1	Ubc	N	NA	0	1.80143	3934	-1.80143	0	NA	NA	NA	NA
0001000000000000000000000100000000000000000000	Egfl7	Ldb1	N	Fli1	3.42277	5.22447	3934	-1.8017	0	NA	NA	NA	NA
0000000001000000000000000000000000000100000000	Etv6	Procr	N	Cdh5	3.60823	5.41218	3934	-1.80395	0	NA	NA	NA	NA
0000100000000000010000000000000000000000000000	Eif2b1	Hhex	N	NA	0	1.81217	3934	-1.81217	0	NA	NA	NA	NA
0000000000000000010000000000000100000000000000	Hhex	Mrpl19	N	NA	0	1.81217	3934	-1.81217	0	NA	NA	NA	NA
0000000000000000010000000000000000001000000000	Hhex	Polr2a	N	NA	0	1.81217	3934	-1.81217	0	NA	NA	NA	NA
0000000000000000010000000000000000000000000001	Hhex	Ubc	N	NA	0	1.81217	3934	-1.81217	0	NA	NA	NA	NA
0000100000000100000000000000000000000000000000	Eif2b1	Gata1	N	NA	0	1.81952	3934	-1.81952	0	NA	NA	NA	NA
0000000000000100000000000000000100000000000000	Gata1	Mrpl19	N	NA	0	1.81952	3934	-1.81952	0	NA	NA	NA	NA
0000000000000100000000000000000000001000000000	Gata1	Polr2a	N	NA	0	1.81952	3934	-1.81952	0	NA	NA	NA	NA
0000000000000100000000000000000000000000000001	Gata1	Ubc	N	NA	0	1.81952	3934	-1.81952	0	NA	NA	NA	NA
0000100000000000000100000000000000000000000000	Eif2b1	HoxB4	N	NA	0	1.8218	3934	-1.8218	0	NA	NA	NA	NA
0000000000000000000100000000000100000000000000	HoxB4	Mrpl19	N	NA	0	1.8218	3934	-1.8218	0	NA	NA	NA	NA
