x	y	z.name	ui.vect	zi.vect	Ixy_ui	cplx	Rxyz_ui	category	Nxy_ui
000000001001000000000000000000000	FoxO4	Gfi1b	NA	NA	Ets1,Etv2,Fli1,FoxH1,Gata1,Gfi1,Hhex,Ikaros,Mecom,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Cbfa2t3h,Erg,HoxB4,HoxD8,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Tbx20,Tbx3	19.7477	2.93278	0	3	3934
000000000100000000000010000000000	Gata1	Mitf	NA	Tbx20	Cbfa2t3h,Etv2,Etv6,FoxH1,Gfi1b,HoxB2,HoxB4,Ikaros,Ldb1,Meis1,Myb,Nfe2,Notch1,Sox17,Sox7,Tal1,Tbx3	19.0302	6.39245	0	3	3934
000000011000000000000000000000000	FoxH1	FoxO4	NA	Gfi1b	Gata1,Ikaros	14.4267	3.37967	0	3	3934
000100000000000000000000000001000	Ets2	Sox7	NA	NA	Cbfa2t3h,Erg,Ets1,Etv2,Fli1,Hhex,HoxB4,Lmo2,Lyl1,Notch1,Sfpi1,Tal1,Tbx20,Etv6,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HoxB2,Ikaros,Mecom,Meis1,Mitf,Myb,Nfe2,Runx1,Sox17,Tbx3	12.9529	2.75621	0	3	3934
100000000000000000000000000010000	Cbfa2t3h	Sox17	NA	Gfi1	Erg,Fli1,Gata1,Gfi1b,Ikaros,Ldb1,Lyl1,Sfpi1,Sox7,Tal1,FoxO4,Mecom	12.2222	5.99352	0	3	3934
000000000000000011000000000000000	Ikaros	Ldb1	NA	Cbfa2t3h,FoxH1,Mecom	Gata1,Gfi1b,Lyl1,Myb,Nfe2,Runx1,Sfpi1,Tal1	10.305	10.0977	0	3	3934
000000000000000100000000000000001	HoxD8	Tbx3	NA	NA	Etv2,Gfi1b,Ikaros,Myb,Runx1,Cbfa2t3h,Erg,Ets1,Etv6,Fli1,Gata1,Gfi1,Hhex,HoxB2,HoxB4,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Nfe2,Notch1,Sfpi1,Sox17,Sox7,Tal1,Tbx20	10.235	2.64584	0	3	3934
000000010100000000000000000000000	FoxH1	Gata1	NA	Ikaros	FoxO4,Gfi1b,Ldb1,Nfe2,Sox17,Tbx20,HoxB2,Meis1,Mitf,Notch1,Tbx3	9.33945	4.86303	0	3	3934
100000100000000000000000000000000	Cbfa2t3h	Fli1	NA	Tal1,Sfpi1	Erg,Ets1,Ets2,Etv2,Etv6,FoxH1,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mitf,Nfe2,Runx1,Sox17,Sox7,FoxO4	8.95036	8.83439	0	3	3934
000000000000000000000001000001000	Myb	Sox7	NA	Mitf	Cbfa2t3h,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxD8,Ikaros,Lmo2,Nfe2,Notch1,Runx1,Sox17,Tal1,Tbx20,Tbx3,Erg,Ets1,Ets2,HoxB2,HoxB4	8.75766	6.54198	0	3	3934
000000000000000001001000000000000	Ldb1	Mecom	NA	Ets1	Cbfa2t3h,Erg,FoxH1,Gata1,Ikaros,Notch1,Tal1,Meis1,Sox17	8.43223	5.30514	0	3	3934
000000000000000000000000000010100	Sox17	Tal1	NA	Cbfa2t3h	Fli1,Gata1,Gfi1b,Hhex,Ikaros,Lmo2,Mecom,Sox7,Lyl1	6.60235	5.95374	0	3	3934
000010000000010000000000000000000	Etv2	HoxB2	NA	NA	Cbfa2t3h,Erg,Ets1,Ets2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB4,HoxD8,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3	5.45971	2.62061	0	3	3934
000000001000000100000000000000000	FoxO4	HoxD8	NA	NA	NA	1.18361	1.90331	0	1	3934
000000000000010000000000100000000	HoxB2	Nfe2	NA	NA	NA	0.466101	2.62496	0	1	3934
000000100100000000000000000000000	Fli1	Gata1	NA	NA	NA	1.36151	3.56603	0	1	3934
100000000000000000000000000000010	Cbfa2t3h	Tbx20	NA	NA	NA	1.49898	3.6425	0	1	3934
000000110000000000000000000000000	Fli1	FoxH1	NA	NA	NA	1.02848	2.99586	0	1	3934
000000001000000001000000000000000	FoxO4	Ldb1	NA	NA	NA	0.219246	2.39957	0	1	3934
000000100000010000000000000000000	Fli1	HoxB2	NA	NA	NA	0.602462	2.53574	0	1	3934
000000001000000000100000000000000	FoxO4	Lmo2	NA	NA	NA	0.10688	2.9327	0	1	3934
000000100000000100000000000000000	Fli1	HoxD8	NA	NA	NA	0.753065	2.55423	0	1	3934
000000001000000000010000000000000	FoxO4	Lyl1	NA	NA	NA	0.292778	2.89702	0	1	3934
000000000000000001000100000000000	Ldb1	Meis1	NA	NA	NA	0.106623	3.13478	0	1	3934
000000000000000001000000000010000	Ldb1	Sox17	NA	NA	NA	0.11576	3.13701	0	1	3934
000000000000010000001000000000000	HoxB2	Mecom	NA	NA	NA	1.04111	2.5643	0	1	3934
000001000001000000000000000000000	Etv6	Gfi1b	NA	NA	NA	0.304192	3.3789	0	1	3934
000000000000000000100010000000000	Lmo2	Mitf	NA	NA	NA	1.89741	3.61755	0	1	3934
000001000000010000000000000000000	Etv6	HoxB2	NA	NA	NA	0.90418	2.33093	0	1	3934
000000000000010000000010000000000	HoxB2	Mitf	NA	NA	NA	0.274418	2.56966	0	1	3934
000001000000000100000000000000000	Etv6	HoxD8	NA	NA	NA	0.986509	2.34943	0	1	3934
000000000000000001000000000000010	Ldb1	Tbx20	NA	NA	NA	1.81615	3.14694	0	1	3934
000000000000000001000000000001000	Ldb1	Sox7	NA	NA	NA	0.0127252	3.1416	0	1	3934
000000000000000100000000000001000	HoxD8	Sox7	NA	NA	NA	1.82749	2.64535	0	1	3934
000000001000000000000010000000000	FoxO4	Mitf	NA	NA	NA	0.401185	2.87603	0	1	3934
000000000000000001000000001000000	Ldb1	Runx1	NA	NA	NA	0.0761666	3.03453	0	1	3934
000000001000000000000100000000000	FoxO4	Meis1	NA	NA	NA	0.834717	2.92639	0	1	3934
000001000000000000000010000000000	Etv6	Mitf	NA	NA	NA	0.068366	3.32214	0	1	3934
000000000000000001000010000000000	Ldb1	Mitf	NA	NA	NA	1.92659	3.08441	0	1	3934
000001000000000000000000100000000	Etv6	Nfe2	NA	NA	NA	0.168053	3.37744	0	1	3934
000000000000010000000001000000000	HoxB2	Myb	NA	NA	NA	0.0397323	2.63262	0	1	3934
000001000000000000000000001000000	Etv6	Runx1	NA	NA	NA	0.532693	3.27226	0	1	3934
000000000000001000000000001000000	HoxB4	Runx1	NA	NA	NA	0.0863584	3.55235	0	1	3934
000000010000000100000000000000000	FoxH1	HoxD8	NA	NA	NA	0.265648	2.05706	0	1	3934
000000000000010000000000001000000	HoxB2	Runx1	NA	NA	NA	0.00741061	2.51977	0	1	3934
000000010000000000100000000000000	FoxH1	Lmo2	NA	NA	NA	2.60914	3.08645	0	1	3934
000000010000000000010000000000000	FoxH1	Lyl1	NA	NA	NA	0.450956	3.05078	0	1	3934
000000010000000000001000000000000	FoxH1	Mecom	NA	NA	NA	1.5338	3.02442	0	1	3934
000000010000000000000100000000000	FoxH1	Meis1	NA	NA	NA	0.74122	3.08015	0	1	3934
000000010000000000000010000000000	FoxH1	Mitf	NA	NA	NA	0.398814	3.02978	0	1	3934
000000000000010000000000000100000	HoxB2	Sfpi1	NA	NA	NA	0.556993	2.62003	0	1	3934
000000010000001000000000000000000	FoxH1	HoxB4	NA	NA	NA	0.814847	3.07114	0	1	3934
000000010000000000000000010000000	FoxH1	Notch1	NA	NA	NA	1.40879	3.08015	0	1	3934
000000000000010000000000000010000	HoxB2	Sox17	NA	NA	NA	0.485421	2.62226	0	1	3934
000000000000001000000001000000000	HoxB4	Myb	NA	NA	NA	0.0235761	3.6652	0	1	3934
000000000000001001000000000000000	HoxB4	Ldb1	NA	NA	NA	1.61387	3.12578	0	1	3934
000000000000001010000000000000000	HoxB4	Ikaros	NA	NA	NA	0.275268	3.66501	0	1	3934
000000000000001100000000000000000	HoxB4	HoxD8	NA	NA	NA	2.41112	2.62952	0	1	3934
000000000000010000000000000000100	HoxB2	Tal1	NA	NA	NA	2.11783	2.49803	0	1	3934
000000010000000000000000000000001	FoxH1	Tbx3	NA	NA	NA	1.48451	3.08747	0	1	3934
000000000000000100000010000000000	HoxD8	Mitf	NA	NA	NA	0.311505	2.58816	0	1	3934
000000000000000100000000000000100	HoxD8	Tal1	NA	NA	NA	0.213665	2.51653	0	1	3934
000001001000000000000000000000000	Etv6	FoxO4	NA	NA	NA	1.30822	2.6373	0	1	3934
000000000000000100000000000010000	HoxD8	Sox17	NA	NA	NA	0.00840909	2.64076	0	1	3934
000000001000001000000000000000000	FoxO4	HoxB4	NA	NA	NA	1.95961	2.91739	0	1	3934
000000000000000100000000000100000	HoxD8	Sfpi1	NA	NA	NA	0.513989	2.63852	0	1	3934
000000001000010000000000000000000	FoxO4	HoxB2	NA	NA	NA	0.123897	1.88481	0	1	3934
000000000000000100000000010000000	HoxD8	Notch1	NA	NA	NA	0.020431	2.63852	0	1	3934
000000000000000100000000100000000	HoxD8	Nfe2	NA	NA	NA	1.68527	2.64345	0	1	3934
000000000000000100000000000000010	HoxD8	Tbx20	NA	NA	NA	1.33096	2.65069	0	1	3934
000000000000000100000100000000000	HoxD8	Meis1	NA	NA	NA	1.90374	2.63852	0	1	3934
000000000000000100001000000000000	HoxD8	Mecom	NA	NA	NA	0.000375704	2.58279	0	1	3934
001000010000000000000000000000000	Ets1	FoxH1	NA	NA	NA	0.0334875	3.04592	0	1	3934
000000000000000100010000000000000	HoxD8	Lyl1	NA	NA	NA	2.03992	2.60915	0	1	3934
000000000000000100100000000000000	HoxD8	Lmo2	NA	NA	NA	0.154359	2.64483	0	1	3934
000000000000000101000000000000000	HoxD8	Ldb1	NA	NA	NA	0.337702	2.11169	0	1	3934
000000010000100000000000000000000	FoxH1	Hhex	NA	NA	NA	0.0201152	3.06152	0	1	3934
000000010000010000000000000000000	FoxH1	HoxB2	NA	NA	NA	0.243479	2.03857	0	1	3934
000100000000000000000100000000000	Ets2	Meis1	NA	NA	NA	0.516021	2.74939	0	1	3934
010000000000000000000001000000000	Erg	Myb	NA	NA	NA	0.533007	3.67886	0	1	3934
000100000000010000000000000000000	Ets2	HoxB2	NA	NA	NA	0.0561441	1.70781	0	1	3934
010000001000000000000000000000000	Erg	FoxO4	NA	NA	NA	1.63415	2.93105	0	1	3934
000100000000000100000000000000000	Ets2	HoxD8	NA	NA	NA	0.0612559	1.7263	0	1	3934
000100000000000010000000000000000	Ets2	Ikaros	NA	NA	NA	0.755025	2.76179	0	1	3934
000100000000000001000000000000000	Ets2	Ldb1	NA	NA	NA	1.18619	2.22256	0	1	3934
010000000000000000000000001000000	Erg	Runx1	NA	NA	NA	2.115	3.56601	0	1	3934
000100000000000000001000000000000	Ets2	Mecom	NA	NA	NA	1.51084	2.69366	0	1	3934
000100000001000000000000000000000	Ets2	Gfi1b	NA	NA	NA	0.0346131	2.75577	0	1	3934
000100000000000000000010000000000	Ets2	Mitf	NA	NA	NA	0.212072	2.69902	0	1	3934
000100000000000000000001000000000	Ets2	Myb	NA	NA	NA	2.56807	2.76198	0	1	3934
000100000000000000000000100000000	Ets2	Nfe2	NA	NA	NA	0.00629792	2.75432	0	1	3934
000000000000010000010000000000000	HoxB2	Lyl1	NA	NA	NA	0.0224441	2.59065	0	1	3934
000100000000000000000000001000000	Ets2	Runx1	NA	NA	NA	0.615097	2.64913	0	1	3934
000000000000100100000000000000000	Hhex	HoxD8	NA	NA	NA	2.03879	2.61989	0	1	3934
000100000000000000000000000010000	Ets2	Sox17	NA	NA	NA	0.420205	2.75162	0	1	3934
000000000001010000000000000000000	Gfi1b	HoxB2	NA	NA	NA	0.0253813	2.62641	0	1	3934
000000000010000000001000000000000	Gfi1	Mecom	NA	NA	NA	0.719898	3.3778	0	1	3934
000000000010000000000010000000000	Gfi1	Mitf	NA	NA	NA	0.144567	3.38316	0	1	3934
000000000010000001000000000000000	Gfi1	Ldb1	NA	NA	NA	0.0968735	2.9067	0	1	3934
001000000000000000000001000000000	Ets1	Myb	NA	NA	NA	0.00985817	3.63997	0	1	3934
000000000010000100000000000000000	Gfi1	HoxD8	NA	NA	NA	0.0299689	2.41044	0	1	3934
000000000000000000000000000100010	Sfpi1	Tbx20	NA	NA	NA	0.113766	3.67377	0	1	3934
000000000010010000000000000000000	Gfi1	HoxB2	NA	NA	NA	1.22346	2.39195	0	1	3934
010000000000000010000000000000000	Erg	Ikaros	NA	NA	NA	2.66218e-08	3.67867	0	1	3934
000000000000110000000000000000000	Hhex	HoxB2	NA	NA	NA	0.0765954	2.6014	0	1	3934
010000000000000100000000000000000	Erg	HoxD8	NA	NA	NA	0.683615	2.64318	0	1	3934
000101000000000000000000000000000	Ets2	Etv6	NA	NA	NA	0.567243	2.46029	0	1	3934
100000001000000000000000000000000	Cbfa2t3h	FoxO4	NA	NA	NA	1.24686	2.89512	0	1	3934
000100010000000000000000000000000	Ets2	FoxH1	NA	NA	NA	1.55701	2.16793	0	1	3934
000100001000000000000000000000000	Ets2	FoxO4	NA	NA	NA	0.225528	2.01417	0	1	3934
000100000100000000000000000000000	Ets2	Gata1	NA	NA	NA	0.000226577	2.7381	0	1	3934
000100000010000000000000000000000	Ets2	Gfi1	NA	NA	NA	0.383698	2.52131	0	1	3934
000000000000000000001000000000100	Mecom	Tal1	NA	NA	NA	0.328214	3.48388	0	1	3934
000000000000010100000000000000000	HoxB2	HoxD8	NA	NA	NA	0.0336521	1.59694	0	1	3934
000000000000000000011000000000000	Lyl1	Mecom	NA	NA	NA	1.82862	3.57651	0	1	3934
100000000000000000000100000000000	Cbfa2t3h	Meis1	NA	NA	NA	0.881526	3.63033	0	1	3934
000000000000100000000000001000000	Hhex	Runx1	NA	NA	NA	0.581186	3.54272	0	1	3934
000000000000000000010010000000000	Lyl1	Mitf	NA	NA	NA	0.258233	3.58187	0	1	3934
000000000000010010000000000000000	HoxB2	Ikaros	NA	NA	NA	0.0786745	2.63243	0	1	3934
100000000000000000001000000000000	Cbfa2t3h	Mecom	NA	NA	NA	2.69458	3.5746	0	1	3934
000000000000010001000000000000000	HoxB2	Ldb1	NA	NA	NA	0.30952	2.0932	0	1	3934
000000001000000000000000000000010	FoxO4	Tbx20	NA	NA	NA	1.73356	2.93856	0	1	3934
000000000000000000010000000010000	Lyl1	Sox17	NA	NA	NA	0.831038	3.63447	0	1	3934
000000001000000000000000000000001	FoxO4	Tbx3	NA	NA	NA	0.227539	2.93371	0	1	3934
100000000000000100000000000000000	Cbfa2t3h	HoxD8	NA	NA	NA	2.10614	2.60725	0	1	3934
000000000000000000001000000000001	Mecom	Tbx3	NA	NA	NA	2.02995	3.6132	0	1	3934
000000000000100010000000000000000	Hhex	Ikaros	NA	NA	NA	0.0233713	3.65538	0	1	3934
000100000000000000000000000000001	Ets2	Tbx3	NA	NA	NA	0.688566	2.75671	0	1	3934
000000000000000000000010000000100	Mitf	Tal1	NA	NA	NA	0.725386	3.48925	0	1	3934
001000000000000100000000000000000	Ets1	HoxD8	NA	NA	NA	0.0518712	2.60429	0	1	3934
000010010000000000000000000000000	Etv2	FoxH1	NA	NA	NA	0.00399154	3.08073	0	1	3934
000000000000000000000010000100000	Mitf	Sfpi1	NA	NA	NA	3.14497	3.61124	0	1	3934
000000000100000000100000000000000	Gata1	Lmo2	NA	NA	NA	5.7488e-05	3.65663	0	1	3934
000001010000000000000000000000000	Etv6	FoxH1	NA	NA	NA	0.00403921	2.79105	0	1	3934
000000000100000100000000000000000	Gata1	HoxD8	NA	NA	NA	2.32032	2.62724	0	1	3934
010000000000000000000000000000010	Erg	Tbx20	NA	Sox7	Cbfa2t3h,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Sfpi1,Sox17,,Tal1,Tbx3,Ikaros,Myb,Runx1	1.40602	6.11286	212.168	1	3934
010000000100000000000000000000000	Erg	Gata1	NA	Notch1	Cbfa2t3h,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,FoxO4,Ikaros,Myb,Runx1	0.707635	6.07088	169.543	1	3934
001000000100000000000000000000000	Ets1	Gata1	NA	Notch1	Cbfa2t3h,Erg,Ets2,Etv2,Etv6,Fli1,FoxO4,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,FoxH1,Myb	0.353309	6.19524	162.212	1	3934
000000000000100000010000000000000	Hhex	Lyl1	NA	Tal1	Cbfa2t3h,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HoxB4,Ldb1,Lmo2,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Sfpi1,Sox17,Sox7,,Tbx20,Tbx3,Ikaros,Runx1	5.65322	5.7803	152.352	1	3934
100000000000100000000000000000000	Cbfa2t3h	Hhex	NA	Tal1	Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,,Tbx3,FoxO4,Mecom,Meis1,Tbx20	0.148724	5.82579	130.312	1	3934
000010000000000000000000000010000	Etv2	Sox17	NA	Notch1	Cbfa2t3h,Erg,Ets1,Ets2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,,Runx1,Sfpi1,Sox7,Tal1,Tbx20,Tbx3,FoxH1	0.093869	6.2266	127.522	1	3934
000000000000000000000000100100000	Nfe2	Sfpi1	NA	Ikaros	Cbfa2t3h,Erg,Ets1,Etv2,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB4,,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Notch1,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Etv6	5.93319	6.23796	121.37	1	3934
000000000000000000010000000001000	Lyl1	Sox7	NA	Tal1	Cbfa2t3h,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Meis1,Myb,Nfe2,Notch1,Runx1,Sfpi1,,Tbx20,Tbx3,FoxH1,FoxO4,HoxB2,Mecom,Mitf,Sox17	0.259919	5.74452	120.983	1	3934
000000000000100000000100000000000	Hhex	Meis1	NA	Notch1	Cbfa2t3h,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,HoxB4,Ldb1,Lmo2,Lyl1,Mecom,Mitf,Myb,Nfe2,,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,HoxB2,Ikaros,Runx1	0.588267	6.34814	116.877	1	3934
000000000000000000000101000000000	Meis1	Myb	NA	Gata1	Erg,Ets1,Etv2,Etv6,Fli1,,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Lmo2,Lyl1,Mecom,Mitf,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Cbfa2t3h,FoxH1,FoxO4,HoxD8,Ldb1	3.5428	6.34033	106.884	1	3934
000000100000000000000001000000000	Fli1	Myb	NA	Tal1	Cbfa2t3h,Erg,Ets1,Ets2,Etv2,Etv6,FoxO4,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,,Tbx20,Tbx3,FoxH1,Gata1,HoxD8	2.32496	5.85448	106.241	1	3934
000010000000000000001000000000000	Etv2	Mecom	NA	Notch1	Cbfa2t3h,Erg,Ets1,Ets2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Ldb1,Lmo2,Lyl1,Meis1,Mitf,Myb,Nfe2,,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3	2.23407	6.06296	100.35	1	3934
000000100000000000000000000000010	Fli1	Tbx20	NA	Etv2	Cbfa2t3h,Erg,Ets1,Ets2,,Etv6,FoxO4,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx3,FoxH1,Gata1,HoxB2	4.50489	6.16741	99.1701	1	3934
001000000000000000000000000000001	Ets1	Tbx3	NA	Etv2	Cbfa2t3h,Erg,Ets2,,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,HoxD8,Myb	4.98201	6.28666	98.9404	1	3934
001000000000000000000000000010000	Ets1	Sox17	NA	Notch1	Cbfa2t3h,Erg,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,,Runx1,Sfpi1,Sox7,Tal1,Tbx20,Tbx3,FoxH1,Myb	2.89323	6.23623	95.6846	1	3934
001000000000000000010000000000000	Ets1	Lyl1	NA	Tal1	Cbfa2t3h,Erg,Ets2,Etv2,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Mecom,Meis1,Mitf,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,,Tbx20,Tbx3,Myb	0.863452	5.82969	89.4436	1	3934
000000000000001000000000000000100	HoxB4	Tal1	NA	Erg	Cbfa2t3h,,Ets1,Ets2,Etv2,Etv6,Fli1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Sfpi1,Sox17,Sox7,Tbx20,Tbx3,FoxH1,FoxO4,Ikaros,Ldb1,Myb,Runx1	3.80815	5.67492	85.478	1	3934
101000000000000000000000000000000	Cbfa2t3h	Ets1	NA	Tal1	Erg,Ets2,Etv2,Etv6,Fli1,FoxH1,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,,Tbx3,FoxO4,Mecom,Meis1,Tbx20	4.54959	5.87518	85.0697	1	3934
000000000000000000000000000010010	Sox17	Tbx20	NA	Sox7	Cbfa2t3h,Erg,Ets1,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Lmo2,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,,Tal1,Tbx3,Ets2,HoxB2,Lyl1	2.1462	6.39332	83.4692	1	3934
000000000100000000000000000100000	Gata1	Sfpi1	NA	Gfi1b	Cbfa2t3h,Erg,Ets1,Etv2,Etv6,FoxH1,FoxO4,Gfi1,,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Fli1,Lmo2	3.08633	6.16461	81.1933	1	3934
000000000000000000000000000101000	Sfpi1	Sox7	NA	Erg	Cbfa2t3h,,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Myb,Nfe2,Notch1,Runx1,Sox17,Tal1,Tbx3,HoxB2,Mitf,Tbx20	4.91618	6.2049	74.8934	1	3934
001000000000000000000000100000000	Ets1	Nfe2	NA	Etv2	Cbfa2t3h,Erg,Ets2,,Etv6,Fli1,FoxO4,Gata1,Gfi1,Gfi1b,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,FoxH1,Myb	0.242171	6.31572	72.691	1	3934
000000000000000000000001000000010	Myb	Tbx20	NA	Gata1	Cbfa2t3h,Etv2,Etv6,Fli1,FoxH1,FoxO4,,Gfi1,Gfi1b,Hhex,HoxD8,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx3,Erg,Ets1,Ets2,HoxB2,HoxB4	2.90493	6.36493	67.4556	1	3934
000001000000000000010000000000000	Etv6	Lyl1	NA	Fli1	Cbfa2t3h,Erg,Ets1,Etv2,,Gata1,Gfi1,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Mecom,Meis1,Myb,Notch1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Gfi1b,Nfe2,Runx1	4.73484	5.7729	62.1595	1	3934
000000000000000000001001000000000	Mecom	Myb	NA	Gata1	Erg,Ets1,Etv2,Etv6,Fli1,FoxO4,,Gfi1b,Hhex,HoxB4,Ikaros,Ldb1,Lmo2,Meis1,Mitf,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tbx20,Cbfa2t3h,FoxH1,Gfi1,HoxD8,Lyl1,Tal1,Tbx3	4.79509	6.15954	59.3715	1	3934
001000000001000000000000000000000	Ets1	Gfi1b	NA	Etv2	Cbfa2t3h,Erg,Ets2,,Etv6,Fli1,FoxO4,Gata1,Gfi1,Hhex,HoxB2,HoxB4,Ikaros,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,FoxH1,HoxD8,Myb	0.283134	6.32434	57.4191	1	3934
000000000100100000000000000000000	Gata1	Hhex	NA	Etv2	Cbfa2t3h,Erg,Ets1,,Etv6,FoxH1,FoxO4,Gfi1,Gfi1b,HoxB2,HoxB4,Ikaros,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ets2,Fli1,Lmo2	2.86646	6.36045	57.2425	1	3934
000000000000000010100000000000000	Ikaros	Lmo2	NA	Tal1	Cbfa2t3h,Ets1,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HoxD8,Ldb1,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Runx1,Sfpi1,Sox17,Sox7,,Tbx20,Tbx3,Erg,Ets2,Hhex,HoxB2,HoxB4	0.579601	5.31441	56.4538	1	3934
